id,neutrino,E,A,nBorF,Z,aBorF,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,MeV
629,none,Xe,126,b,54,b,Si,30,b,14,b,Zr,96,b,40,b,20.686600
630,none,Xe,126,b,54,b,Ar,40,b,18,b,Kr,86,b,36,b,29.032800
631,right,Xe,126,b,54,b,K,40,b,19,f,Kr,86,b,36,b,27.520060
632,none,Xe,126,b,54,b,Ca,46,b,20,b,Se,80,b,34,b,31.641000
633,none,Xe,126,b,54,b,Ca,48,b,20,b,Se,78,b,34,b,32.097400
634,none,Xe,126,b,54,b,Ti,50,b,22,b,Ge,76,b,32,b,35.414500
635,right,Xe,126,b,54,b,V,50,b,23,f,Ge,76,b,32,b,33.202174
636,none,Xe,128,b,54,b,Ca,48,b,20,b,Se,80,b,34,b,32.288400
637,right,Xe,129,f,54,f,N,15,f,7,b,Cd,114,b,48,b,1.030230
638,right,Xe,129,f,54,f,F,19,f,9,b,Pd,110,b,46,b,1.750275
639,right,Xe,129,f,54,f,Ca,48,b,20,b,Br,81,f,35,b,33.605511
640,right,Cs,133,f,55,b,O,17,f,8,f,Cd,116,b,48,b,0.881191
641,right,Cs,137,f,55,b,nu,0,b,0,b,Ba,137,f,56,f,1.173681
642,none,Ba,130,b,56,b,C,12,b,6,b,Sn,118,b,50,b,4.107900
643,right,Ba,130,b,56,b,N,14,b,7,f,Sn,116,b,50,b,0.789905
644,none,Ba,130,b,56,b,N,15,f,7,b,In,115,f,49,b,1.883500
645,right,Ba,130,b,56,b,N,15,f,7,b,Sn,115,f,50,f,2.386486
646,none,Ba,130,b,56,b,O,16,b,8,b,Cd,114,b,48,b,7.186500
647,none,Ba,130,b,56,b,O,17,f,8,f,Cd,113,f,48,f,2.287700
648,right,Ba,130,b,56,b,O,17,f,8,f,In,113,f,49,b,2.595141
649,none,Ba,130,b,56,b,O,18,b,8,b,Cd,112,b,48,b,3.912300
650,right,Ba,130,b,56,b,F,19,f,9,b,Cd,111,f,48,f,3.059956
651,none,Ba,130,b,56,b,Ne,20,b,10,b,Pd,110,b,46,b,8.623800
652,right,Ba,130,b,56,b,Ne,21,f,10,f,Ag,109,f,47,b,7.126859
653,none,Ba,130,b,56,b,Ne,22,b,10,b,Pd,108,b,46,b,10.148600
654,none,Ba,130,b,56,b,Mg,26,b,12,b,Ru,104,b,44,b,16.840500
655,none,Ba,130,b,56,b,Si,30,b,14,b,Mo,100,b,42,b,23.165300
656,none,Ba,130,b,56,b,S,34,b,16,b,Zr,96,b,40,b,28.070600
657,none,Ba,130,b,56,b,Ar,40,b,18,b,Sr,90,b,38,b,33.986500
658,right,Ba,130,b,56,b,K,40,b,19,f,Sr,90,b,38,b,32.473745
659,right,Ba,130,b,56,b,Ca,43,f,20,f,Rb,87,f,37,b,35.620332
660,none,Ba,130,b,56,b,Ca,44,b,20,b,Kr,86,b,36,b,37.346400
661,none,Ba,130,b,56,b,Ca,46,b,20,b,Kr,84,b,36,b,38.197800
662,none,Ba,130,b,56,b,Ca,48,b,20,b,Kr,82,b,36,b,37.589500
663,right,Ba,130,b,56,b,Ti,49,f,22,f,Br,81,f,35,b,39.112504
664,none,Ba,130,b,56,b,Ti,50,b,22,b,Se,80,b,34,b,41.822200
665,right,Ba,130,b,56,b,V,50,b,23,f,Se,80,b,34,b,39.609922
666,none,Ba,130,b,56,b,Cr,54,b,24,b,Ge,76,b,32,b,42.812400
667,right,Ba,130,b,56,b,Co,60,b,27,f,Zn,70,b,30,b,43.823069
668,none,Ba,132,b,56,b,C,12,b,6,b,Sn,120,b,50,b,2.785200
669,right,Ba,132,b,56,b,N,14,b,7,f,Sn,118,b,50,b,0.081969
670,right,Ba,132,b,56,b,N,15,f,7,b,Sn,117,f,50,f,1.818274
671,none,Ba,132,b,56,b,O,16,b,8,b,Cd,116,b,48,b,4.839100
672,right,Ba,132,b,56,b,O,17,f,8,f,In,115,f,49,b,1.784741
673,none,Ba,132,b,56,b,O,18,b,8,b,Cd,114,b,48,b,2.226300
674,right,Ba,132,b,56,b,F,19,f,9,b,Cd,113,f,48,f,1.960793
675,none,Ba,132,b,56,b,Ne,22,b,10,b,Pd,110,b,46,b,8.602300
676,none,Ba,132,b,56,b,Ca,46,b,20,b,Kr,86,b,36,b,38.018000
677,none,Ba,132,b,56,b,Ca,48,b,20,b,Kr,84,b,36,b,38.426900
678,none,Ba,134,b,56,b,C,12,b,6,b,Sn,122,b,50,b,0.838300
679,right,Ba,134,b,56,b,N,15,f,7,b,Sn,119,f,50,f,0.756371
680,none,Ba,134,b,56,b,O,18,b,8,b,Cd,116,b,48,b,0.130400
681,none,Ba,134,b,56,b,Ca,48,b,20,b,Kr,86,b,36,b,38.498700
682,right,Ba,135,f,56,f,C,12,b,6,b,Sb,123,f,51,b,1.322720
683,right,Ba,135,f,56,f,N,15,f,7,b,Sn,120,b,50,b,3.103736
684,right,Ba,135,f,56,f,F,19,f,9,b,Cd,116,b,48,b,2.007368
685,right,Ba,135,f,56,f,Ca,48,b,20,b,Rb,87,f,37,b,41.010889
686,right,Ba,137,f,56,f,N,15,f,7,b,Sn,122,b,50,b,1.902109
687,left,La,138,b,57,f,nu,0,b,0,b,Ba,138,b,56,b,1.676691
688,right,La,138,b,57,f,nu,0,b,0,b,Ce,138,b,58,b,1.015327
689,right,La,138,b,57,f,C,12,b,6,b,Te,126,b,52,b,3.323569
690,right,La,138,b,57,f,N,15,f,7,b,Sb,123,f,51,b,2.377171
691,right,La,138,b,57,f,O,16,b,8,b,Sn,122,b,50,b,7.903725
692,right,La,138,b,57,f,O,18,b,8,b,Sn,120,b,50,b,5.141845
693,right,La,138,b,57,f,Ne,22,b,10,b,Cd,116,b,48,b,9.701509
694,right,La,138,b,57,f,Ca,48,b,20,b,Sr,90,b,38,b,43.889206
695,none,La,139,f,57,b,N,15,f,7,b,Sn,124,b,50,b,0.663200
696,right,La,139,f,57,b,O,17,f,8,f,Sn,122,b,50,b,3.275131
697,none,Ce,136,b,58,b,C,12,b,6,b,Te,124,b,52,b,4.042700
698,left,Ce,136,b,58,b,N,14,b,7,f,Sn,122,b,50,b,0.417311
699,right,Ce,136,b,58,b,N,14,b,7,f,Te,122,b,52,b,0.799220
700,none,Ce,136,b,58,b,N,15,f,7,b,Sb,121,f,51,b,3.019900
701,none,Ce,136,b,58,b,O,16,b,8,b,Sn,120,b,50,b,9.366200
702,none,Ce,136,b,58,b,O,17,f,8,f,Sn,119,f,50,f,4.262500
703,none,Ce,136,b,58,b,O,18,b,8,b,Sn,118,b,50,b,5.728700
704,right,Ce,136,b,58,b,F,19,f,9,b,Sn,117,f,50,f,5.248967
705,none,Ce,136,b,58,b,Ne,20,b,10,b,Cd,116,b,48,b,8.987100
706,right,Ce,136,b,58,b,Ne,21,f,10,f,In,115,f,49,b,8.552045
707,none,Ce,136,b,58,b,Ne,22,b,10,b,Cd,114,b,48,b,11.313000
708,right,Ce,136,b,58,b,Na,23,f,11,b,Cd,113,f,48,f,11.845808
709,none,Ce,136,b,58,b,Mg,26,b,12,b,Pd,110,b,46,b,18.638300
710,none,Ce,136,b,58,b,Ar,40,b,18,b,Zr,96,b,40,b,34.014400
711,right,Ce,136,b,58,b,K,40,b,19,f,Zr,96,b,40,b,32.501690
712,none,Ce,136,b,58,b,Ca,46,b,20,b,Sr,90,b,38,b,42.924200
713,none,Ce,136,b,58,b,Ca,48,b,20,b,Sr,88,b,38,b,45.761500
714,right,Ce,136,b,58,b,Ti,49,f,22,f,Rb,87,f,37,b,46.624072
715,none,Ce,136,b,58,b,Ti,50,b,22,b,Kr,86,b,36,b,48.151700
716,right,Ce,136,b,58,b,V,50,b,23,f,Kr,86,b,36,b,45.939424
717,right,Ce,136,b,58,b,Co,60,b,27,f,Ge,76,b,32,b,48.376213
718,none,Ce,138,b,58,b,C,12,b,6,b,Te,126,b,52,b,2.308200
719,none,Ce,138,b,58,b,N,15,f,7,b,Sb,123,f,51,b,1.361800
720,right,Ce,138,b,58,b,N,15,f,7,b,Te,123,f,52,f,1.333898
721,none,Ce,138,b,58,b,O,16,b,8,b,Sn,122,b,50,b,6.888400
722,right,Ce,138,b,58,b,O,17,f,8,f,Sb,121,f,51,b,2.641715
723,none,Ce,138,b,58,b,O,18,b,8,b,Sn,120,b,50,b,4.126500
724,right,Ce,138,b,58,b,F,19,f,9,b,Sn,119,f,50,f,3.656112
725,none,Ce,138,b,58,b,Ne,22,b,10,b,Cd,116,b,48,b,8.686200
726,none,Ce,138,b,58,b,Ca,48,b,20,b,Sr,90,b,38,b,42.873900
727,none,Ce,140,b,58,b,C,12,b,6,b,Te,128,b,52,b,1.034000
728,right,Ce,140,b,58,b,N,15,f,7,b,Te,125,f,52,f,1.203488
729,none,Ce,140,b,58,b,O,16,b,8,b,Sn,124,b,50,b,5.276900
730,right,Ce,140,b,58,b,O,17,f,8,f,Sb,123,f,51,b,2.362267
731,none,Ce,140,b,58,b,O,18,b,8,b,Sn,122,b,50,b,3.027400
732,none,Ce,142,b,58,b,He,4,b,2,b,Ba,138,b,56,b,1.329200
733,none,Ce,142,b,58,b,C,12,b,6,b,Te,130,b,52,b,2.179700
734,right,Ce,142,b,58,b,N,14,b,7,f,Te,128,b,52,b,1.013464
735,none,Ce,142,b,58,b,O,18,b,8,b,Sn,124,b,50,b,4.322100
736,right,Pr,141,f,59,b,C,12,b,6,b,Xe,129,f,54,f,2.427472
737,right,Pr,141,f,59,b,C,13,f,6,f,Xe,128,b,54,b,0.463882
738,none,Pr,141,f,59,b,N,15,f,7,b,Te,126,b,52,b,3.763200
739,right,Pr,141,f,59,b,O,16,b,8,b,Te,125,f,52,f,7.503183
740,left,Pr,141,f,59,b,O,17,f,8,f,Sn,124,b,50,b,2.809388
741,right,Pr,141,f,59,b,O,17,f,8,f,Te,124,b,52,b,5.119490
742,none,Pr,141,f,59,b,O,18,b,8,b,Sb,123,f,51,b,3.800500
743,right,Pr,141,f,59,b,O,18,b,8,b,Te,123,f,52,f,3.772549
744,none,Pr,141,f,59,b,F,19,f,9,b,Sn,122,b,50,b,5.193100
745,right,Pr,141,f,59,b,Ne,21,f,10,f,Sn,120,b,50,b,10.629277
746,right,Pr,141,f,59,b,Ne,22,b,10,b,Sn,119,f,50,f,11.750796
747,right,Pr,141,f,59,b,Mg,25,f,12,f,Cd,116,b,48,b,15.406910
748,none,Nd,142,b,60,b,C,12,b,6,b,Xe,130,b,54,b,3.696200
749,right,Nd,142,b,60,b,N,14,b,7,f,Xe,128,b,54,b,0.650181
750,none,Nd,142,b,60,b,N,15,f,7,b,I,127,f,53,b,2.811200
751,none,Nd,142,b,60,b,O,16,b,8,b,Te,126,b,52,b,8.682500
752,none,Nd,142,b,60,b,O,17,f,8,f,Te,125,f,52,f,3.655200
753,none,Nd,142,b,60,b,O,18,b,8,b,Te,124,b,52,b,5.177200
754,none,Nd,142,b,60,b,F,19,f,9,b,Sb,123,f,51,b,4.585700
755,right,Nd,142,b,60,b,F,19,f,9,b,Te,123,f,52,f,4.557799
756,none,Nd,142,b,60,b,Ne,20,b,10,b,Sn,122,b,50,b,10.829600
757,right,Nd,142,b,60,b,Ne,21,f,10,f,Sb,121,f,51,b,9.202228
758,none,Nd,142,b,60,b,Ne,22,b,10,b,Sn,120,b,50,b,13.006500
759,right,Nd,142,b,60,b,Na,23,f,11,b,Sn,119,f,50,f,13.334336
760,none,Nd,142,b,60,b,Mg,26,b,12,b,Cd,116,b,48,b,18.515300
761,none,Nd,142,b,60,b,Ca,46,b,20,b,Zr,96,b,40,b,42.465900
762,none,Nd,142,b,60,b,Ca,48,b,20,b,Zr,94,b,40,b,45.619900
763,left,Nd,143,f,60,f,He,4,b,2,b,La,139,f,57,b,0.891442
764,none,Nd,143,f,60,f,C,12,b,6,b,Xe,131,f,54,f,4.222500
765,none,Nd,143,f,60,f,C,13,f,6,f,Xe,130,b,54,b,2.567200
766,right,Nd,143,f,60,f,N,14,b,7,f,Xe,129,f,54,f,1.484800
767,left,Nd,143,f,60,f,N,15,f,7,b,Te,128,b,52,b,4.473037
768,right,Nd,143,f,60,f,N,15,f,7,b,Xe,128,b,54,b,5.564744
769,right,Nd,143,f,60,f,O,16,b,8,b,I,127,f,53,b,9.643756
770,none,Nd,143,f,60,f,O,17,f,8,f,Te,126,b,52,b,6.747700
771,none,Nd,143,f,60,f,O,18,b,8,b,Te,125,f,52,f,5.626200
772,left,Nd,143,f,60,f,F,19,f,9,b,Sn,124,b,50,b,5.565679
773,right,Nd,143,f,60,f,F,19,f,9,b,Te,124,b,52,b,7.875781
774,right,Nd,143,f,60,f,Ne,20,b,10,b,Sb,123,f,51,b,12.135503
775,none,Nd,143,f,60,f,Ne,21,f,10,f,Sn,122,b,50,b,11.514200
776,right,Nd,143,f,60,f,Ne,22,b,10,b,Sb,121,f,51,b,13.492690
777,right,Nd,143,f,60,f,Na,23,f,11,b,Sn,120,b,50,b,16.503279
778,right,Nd,143,f,60,f,Al,27,f,13,b,Cd,116,b,48,b,21.494224
779,none,Nd,144,b,60,b,He,4,b,2,b,Ce,140,b,58,b,1.375800
780,none,Nd,144,b,60,b,C,12,b,6,b,Xe,132,b,54,b,5.344900
781,none,Nd,144,b,60,b,C,13,f,6,f,Xe,131,f,54,f,1.359000
782,right,Nd,144,b,60,b,N,14,b,7,f,Xe,130,b,54,b,2.932341
783,right,Nd,144,b,60,b,N,15,f,7,b,Xe,129,f,54,f,4.664920
784,none,Nd,144,b,60,b,O,16,b,8,b,Te,128,b,52,b,9.571100
785,right,Nd,144,b,60,b,O,17,f,8,f,I,127,f,53,b,5.974601
786,none,Nd,144,b,60,b,O,18,b,8,b,Te,126,b,52,b,6.984300
787,right,Nd,144,b,60,b,F,19,f,9,b,Te,125,f,52,f,6.590319
788,none,Nd,144,b,60,b,Ne,20,b,10,b,Sn,124,b,50,b,11.381000
789,right,Nd,144,b,60,b,Ne,21,f,10,f,Sb,123,f,51,b,11.085709
790,none,Nd,144,b,60,b,Ne,22,b,10,b,Sn,122,b,50,b,14.070200
791,none,Nd,144,b,60,b,Ca,48,b,20,b,Zr,96,b,40,b,45.957100
792,right,Nd,145,f,60,f,He,4,b,2,b,Pr,141,f,59,b,2.018546
793,right,Nd,145,f,60,f,C,12,b,6,b,Cs,133,f,55,b,6.585661
794,none,Nd,145,f,60,f,C,13,f,6,f,Xe,132,b,54,b,4.325900
795,right,Nd,145,f,60,f,N,14,b,7,f,Xe,131,f,54,f,3.568552
796,left,Nd,145,f,60,f,N,15,f,7,b,Te,130,b,52,b,4.985358
797,right,Nd,145,f,60,f,N,15,f,7,b,Xe,130,b,54,b,7.956821
798,none,Nd,145,f,60,f,O,17,f,8,f,Te,128,b,52,b,7.746300
799,right,Nd,145,f,60,f,O,18,b,8,b,I,127,f,53,b,8.055559
800,right,Nd,145,f,60,f,F,19,f,9,b,Te,126,b,52,b,9.792795
801,none,Nd,145,f,60,f,Ne,21,f,10,f,Sn,124,b,50,b,12.175600
802,right,Nd,145,f,60,f,Ne,22,b,10,b,Sb,123,f,51,b,15.486087
803,right,Nd,145,f,60,f,Na,23,f,11,b,Sn,122,b,50,b,17.676962
804,none,Nd,146,b,60,b,He,4,b,2,b,Ce,142,b,58,b,0.975300
805,none,Nd,146,b,60,b,C,12,b,6,b,Xe,134,b,54,b,6.792500
806,right,Nd,146,b,60,b,C,13,f,6,f,Cs,133,f,55,b,3.955122
807,right,Nd,146,b,60,b,N,14,b,7,f,Xe,132,b,54,b,4.923876
808,right,Nd,146,b,60,b,N,15,f,7,b,Xe,131,f,54,f,6.981546
809,none,Nd,146,b,60,b,O,16,b,8,b,Te,130,b,52,b,10.316300
810,none,Nd,146,b,60,b,O,18,b,8,b,Te,128,b,52,b,8.215800
811,none,Nd,146,b,60,b,Ne,22,b,10,b,Sn,124,b,50,b,14.964500
812,none,Nd,148,b,60,b,B,11,f,5,b,Cs,137,f,55,b,0.330700
813,right,Nd,148,b,60,b,B,11,f,5,b,Ba,137,f,56,f,1.504361
814,none,Nd,148,b,60,b,C,12,b,6,b,Xe,136,b,54,b,8.624700
815,right,Nd,148,b,60,b,N,14,b,7,f,Xe,134,b,54,b,7.302912
816,none,Nd,148,b,60,b,O,18,b,8,b,Te,130,b,52,b,9.892500
817,right,Nd,150,b,60,b,C,13,f,6,f,Cs,137,f,55,b,9.814220
818,right,Nd,150,b,60,b,N,14,b,7,f,Xe,136,b,54,b,9.545018
819,none,Sm,144,b,62,b,C,12,b,6,b,Ba,132,b,56,b,6.082700
820,left,Sm,144,b,62,b,N,14,b,7,f,Xe,130,b,54,b,4.562460
821,right,Sm,144,b,62,b,N,14,b,7,f,Ba,130,b,56,b,2.056737
822,left,Sm,144,b,62,b,N,15,f,7,b,Xe,129,f,54,f,6.295039
823,none,Sm,144,b,62,b,O,16,b,8,b,Xe,128,b,54,b,12.292900
824,left,Sm,144,b,62,b,O,17,f,8,f,I,127,f,53,b,7.604720
825,none,Sm,144,b,62,b,O,18,b,8,b,Xe,126,b,54,b,7.751000
826,left,Sm,144,b,62,b,F,19,f,9,b,Te,125,f,52,f,8.220437
827,none,Sm,144,b,62,b,Ne,20,b,10,b,Te,124,b,52,b,15.321200
828,left,Sm,144,b,62,b,Ne,21,f,10,f,Sb,123,f,51,b,12.715828
829,none,Sm,144,b,62,b,Ne,21,f,10,f,Te,123,f,52,f,12.687900
830,none,Sm,144,b,62,b,Ne,22,b,10,b,Te,122,b,52,b,16.082200
831,none,Sm,144,b,62,b,Na,23,f,11,b,Sb,121,f,51,b,16.885200
832,none,Sm,144,b,62,b,Mg,24,b,12,b,Sn,120,b,50,b,22.798300
833,none,Sm,144,b,62,b,Mg,25,f,12,f,Sn,119,f,50,f,20.884100
834,none,Sm,144,b,62,b,Mg,26,b,12,b,Sn,118,b,50,b,25.400900
835,right,Sm,144,b,62,b,Al,27,f,13,b,Sn,117,f,50,f,25.201571
836,none,Sm,144,b,62,b,Si,28,b,14,b,Cd,116,b,48,b,27.677500
837,right,Sm,144,b,62,b,Si,29,f,14,f,In,115,f,49,b,28.959218
838,none,Sm,144,b,62,b,Si,30,b,14,b,Cd,114,b,48,b,31.967900
839,right,Sm,144,b,62,b,P,31,f,15,b,Cd,113,f,48,f,30.997327
840,none,Sm,144,b,62,b,S,34,b,16,b,Pd,110,b,46,b,36.593700
841,none,Sm,144,b,62,b,Ar,40,b,18,b,Ru,104,b,44,b,40.739800
842,right,Sm,144,b,62,b,K,40,b,19,f,Ru,104,b,44,b,39.227078
843,none,Sm,144,b,62,b,Ca,44,b,20,b,Mo,100,b,42,b,45.261300
844,none,Sm,144,b,62,b,Ca,46,b,20,b,Mo,98,b,42,b,48.857800
845,none,Sm,144,b,62,b,Ca,48,b,20,b,Mo,96,b,42,b,50.987200
846,none,Sm,144,b,62,b,Ti,48,b,22,b,Zr,96,b,40,b,51.699800
847,none,Sm,144,b,62,b,Ti,50,b,22,b,Zr,94,b,40,b,56.560300
848,right,Sm,144,b,62,b,V,50,b,23,f,Zr,94,b,40,b,54.348021
849,none,Sm,144,b,62,b,Cr,54,b,24,b,Sr,90,b,38,b,60.957900
850,right,Sm,144,b,62,b,Fe,57,f,26,f,Rb,87,f,37,b,62.480896
851,none,Sm,144,b,62,b,Fe,58,b,26,b,Kr,86,b,36,b,63.119000
852,right,Sm,144,b,62,b,Co,60,b,27,f,Kr,84,b,36,b,61.795317
853,none,Sm,144,b,62,b,Ni,64,b,28,b,Se,80,b,34,b,62.576800
854,none,Sm,144,b,62,b,Zn,68,b,30,b,Ge,76,b,32,b,60.943000
855,none,Sm,144,b,62,b,Zn,70,b,30,b,Ge,74,b,32,b,60.688700
856,right,Sm,144,b,62,b,Ga,71,f,31,b,Ge,73,f,32,f,59.103299
857,none,Sm,147,f,62,f,He,4,b,2,b,Nd,143,f,60,f,2.232800
858,left,Sm,147,f,62,f,B,11,f,5,b,Ba,136,b,56,b,0.889579
859,none,Sm,147,f,62,f,C,12,b,6,b,Ba,135,f,56,f,8.430000
860,none,Sm,147,f,62,f,C,13,f,6,f,Ba,134,b,56,b,6.479500
861,none,Sm,147,f,62,f,N,14,b,7,f,Cs,133,f,55,b,5.857200
862,left,Sm,147,f,62,f,N,15,f,7,b,Xe,132,b,54,b,9.640966
863,right,Sm,147,f,62,f,N,15,f,7,b,Ba,132,b,56,b,8.748591
864,none,Sm,147,f,62,f,O,16,b,8,b,Xe,131,f,54,f,13.616600
865,none,Sm,147,f,62,f,O,17,f,8,f,Xe,130,b,54,b,11.155600
866,none,Sm,147,f,62,f,O,18,b,8,b,Xe,129,f,54,f,9.944600
867,left,Sm,147,f,62,f,F,19,f,9,b,Te,128,b,52,b,10.716842
868,right,Sm,147,f,62,f,F,19,f,9,b,Xe,128,b,54,b,11.808549
869,right,Sm,147,f,62,f,Ne,20,b,10,b,I,127,f,53,b,16.604812
870,none,Sm,147,f,62,f,Ne,21,f,10,f,Te,126,b,52,b,16.328200
871,none,Sm,147,f,62,f,Ne,22,b,10,b,Te,125,f,52,f,17.526100
872,left,Sm,147,f,62,f,Na,23,f,11,b,Sn,124,b,50,b,18.263807
873,right,Sm,147,f,62,f,Na,23,f,11,b,Te,124,b,52,b,20.573908
874,right,Sm,147,f,62,f,Mg,24,b,12,b,Sb,123,f,51,b,23.683235
875,none,Sm,147,f,62,f,Mg,25,f,12,f,Sn,122,b,50,b,23.632000
876,right,Sm,147,f,62,f,Mg,26,b,12,b,Sb,121,f,51,b,26.341720
877,right,Sm,147,f,62,f,Al,27,f,13,b,Sn,120,b,50,b,28.834398
878,right,Sm,147,f,62,f,P,31,f,15,b,Cd,116,b,48,b,33.391267
879,right,Sm,147,f,62,f,Cl,37,f,17,b,Pd,110,b,46,b,41.194393
880,right,Sm,147,f,62,f,V,51,f,23,b,Zr,96,b,40,b,58.164353
881,right,Sm,147,f,62,f,Ga,71,f,31,b,Ge,76,b,32,b,63.732824
882,none,Sm,148,b,62,b,He,4,b,2,b,Nd,144,b,60,b,1.916100
883,none,Sm,148,b,62,b,C,12,b,6,b,Ba,136,b,56,b,9.501200
884,none,Sm,148,b,62,b,C,13,f,6,f,Ba,135,f,56,f,5.249900
885,left,Sm,148,b,62,b,N,14,b,7,f,Xe,134,b,54,b,5.514447
886,right,Sm,148,b,62,b,N,14,b,7,f,Ba,134,b,56,b,6.527909
887,none,Sm,148,b,62,b,N,15,f,7,b,Cs,133,f,55,b,8.720600
888,none,Sm,148,b,62,b,O,16,b,8,b,Xe,132,b,54,b,14.422300
889,none,Sm,148,b,62,b,O,17,f,8,f,Xe,131,f,54,f,9.630700
890,none,Sm,148,b,62,b,O,18,b,8,b,Xe,130,b,54,b,11.075500
891,right,Sm,148,b,62,b,F,19,f,9,b,Xe,129,f,54,f,10.592017
892,none,Sm,148,b,62,b,Ne,20,b,10,b,Te,128,b,52,b,16.215400
893,right,Sm,148,b,62,b,Ne,21,f,10,f,I,127,f,53,b,15.238310
894,none,Sm,148,b,62,b,Ne,22,b,10,b,Te,126,b,52,b,18.567500
895,right,Sm,148,b,62,b,Na,23,f,11,b,Te,125,f,52,f,18.971738
896,none,Sm,148,b,62,b,Mg,24,b,12,b,Sn,124,b,50,b,22.612000
897,right,Sm,148,b,62,b,Mg,25,f,12,f,Sb,123,f,51,b,22.886808
898,none,Sm,148,b,62,b,Mg,26,b,12,b,Sn,122,b,50,b,26.602500
899,none,Sm,148,b,62,b,Ca,48,b,20,b,Mo,100,b,42,b,50.884700
900,none,Sm,149,f,62,f,He,4,b,2,b,Nd,145,f,60,f,2.018500
901,left,Sm,149,f,62,f,B,11,f,5,b,Ba,138,b,56,b,2.435859
902,none,Sm,149,f,62,f,B,11,f,5,b,La,138,b,57,f,0.759200
903,right,Sm,149,f,62,f,B,11,f,5,b,Ce,138,b,58,b,1.774494
904,left,Sm,149,f,62,f,C,12,b,6,b,Cs,137,f,55,b,9.417407
905,none,Sm,149,f,62,f,C,12,b,6,b,Ba,137,f,56,f,10.591100
906,none,Sm,149,f,62,f,C,13,f,6,f,Ba,136,b,56,b,8.584600
907,right,Sm,149,f,62,f,N,14,b,7,f,Ba,135,f,56,f,7.561867
908,left,Sm,149,f,62,f,N,15,f,7,b,Xe,134,b,54,b,10.641391
909,right,Sm,149,f,62,f,N,15,f,7,b,Ba,134,b,56,b,11.654852
910,right,Sm,149,f,62,f,O,16,b,8,b,Cs,133,f,55,b,15.765536
911,none,Sm,149,f,62,f,O,17,f,8,f,Xe,132,b,54,b,12.700000
912,none,Sm,149,f,62,f,O,18,b,8,b,Xe,131,f,54,f,11.814100
913,left,Sm,149,f,62,f,F,19,f,9,b,Te,130,b,52,b,11.014920
914,right,Sm,149,f,62,f,F,19,f,9,b,Xe,130,b,54,b,13.986382
915,none,Sm,149,f,62,f,Ne,21,f,10,f,Te,128,b,52,b,17.112500
916,right,Sm,149,f,62,f,Ne,22,b,10,b,I,127,f,53,b,19.741152
917,right,Sm,149,f,62,f,Na,23,f,11,b,Te,126,b,52,b,22.276679
918,none,Sm,149,f,62,f,Mg,25,f,12,f,Sn,124,b,50,b,24.079100
919,right,Sm,149,f,62,f,Mg,26,b,12,b,Sb,123,f,51,b,28.120873
920,right,Sm,149,f,62,f,Al,27,f,13,b,Sn,122,b,50,b,29.793837
921,none,Sm,150,b,62,b,He,4,b,2,b,Nd,146,b,60,b,1.599400
922,none,Sm,150,b,62,b,B,11,f,5,b,La,139,f,57,b,1.532300
923,none,Sm,150,b,62,b,C,12,b,6,b,Ba,138,b,56,b,11.177900
924,right,Sm,150,b,62,b,C,12,b,6,b,La,138,b,57,f,9.501238
925,left,Sm,150,b,62,b,C,13,f,6,f,Cs,137,f,55,b,6.367696
926,none,Sm,150,b,62,b,C,13,f,6,f,Ba,137,f,56,f,7.541400
927,left,Sm,150,b,62,b,N,14,b,7,f,Xe,136,b,54,b,6.098494
928,right,Sm,150,b,62,b,N,14,b,7,f,Ba,136,b,56,b,8.763494
929,right,Sm,150,b,62,b,N,15,f,7,b,Ba,135,f,56,f,10.555689
930,none,Sm,150,b,62,b,O,16,b,8,b,Xe,134,b,54,b,15.553200
931,right,Sm,150,b,62,b,O,17,f,8,f,Cs,133,f,55,b,11.910082
932,none,Sm,150,b,62,b,O,18,b,8,b,Xe,132,b,54,b,12.750300
933,right,Sm,150,b,62,b,F,19,f,9,b,Xe,131,f,54,f,12.591935
934,none,Sm,150,b,62,b,Ne,20,b,10,b,Te,130,b,52,b,16.643900
935,none,Sm,150,b,62,b,Ne,22,b,10,b,Te,128,b,52,b,19.482200
936,none,Sm,150,b,62,b,Mg,26,b,12,b,Sn,124,b,50,b,27.180100
937,none,Sm,152,b,62,b,He,4,b,2,b,Nd,148,b,60,b,0.379100
938,right,Sm,152,b,62,b,C,13,f,6,f,La,139,f,57,b,9.385733
939,right,Sm,152,b,62,b,N,14,b,7,f,Ba,138,b,56,b,10.468129
940,none,Sm,152,b,62,b,N,15,f,7,b,Cs,137,f,55,b,11.701400
941,right,Sm,152,b,62,b,N,15,f,7,b,Ba,137,f,56,f,12.875109
942,none,Sm,152,b,62,b,O,16,b,8,b,Xe,136,b,54,b,16.165100
943,none,Sm,152,b,62,b,O,18,b,8,b,Xe,134,b,54,b,13.909100
944,none,Sm,152,b,62,b,Ne,22,b,10,b,Te,130,b,52,b,19.938600
945,right,Sm,154,b,62,b,O,17,f,8,f,Cs,137,f,55,b,14.956067
946,none,Sm,154,b,62,b,O,18,b,8,b,Xe,136,b,54,b,14.558300
947,right,Eu,151,f,63,b,He,4,b,2,b,Sm,147,f,62,f,2.242104
948,none,Eu,151,f,63,b,B,11,f,5,b,Ce,140,b,58,b,4.196400
949,none,Eu,151,f,63,b,C,12,b,6,b,La,139,f,57,b,12.640400
