E1,A1,Z1,E2,A2,Z2,E3,A3,Z3,E4,A4,Z4,MeV
Li,7.0,3.0,Nd,146.0,60.0,F,19.0,9.0,Xe,134.0,54.0,23.186751137225656
Li,7.0,3.0,Nd,146.0,60.0,Na,23.0,11.0,Te,130.0,52.0,30.014602890209062
Li,6.0,3.0,Sm,147.0,62.0,Н,1.0,1.0,Gd,152.0,64.0,2.227202393114567
Li,6.0,3.0,Sm,147.0,62.0,B,10.0,5.0,Nd,143.0,60.0,6.694648096716264
Li,6.0,3.0,Sm,147.0,62.0,B,11.0,5.0,Nd,142.0,60.0,12.074958018318284
Li,6.0,3.0,Sm,147.0,62.0,C,12.0,6.0,Pr,141.0,59.0,20.824482099618763
Li,6.0,3.0,Sm,147.0,62.0,N,15.0,7.0,Ce,138.0,58.0,22.279475883813575
Li,6.0,3.0,Sm,147.0,62.0,F,19.0,9.0,Ba,134.0,56.0,25.179217017110204
Li,6.0,3.0,Sm,147.0,62.0,Ne,20.0,10.0,Cs,133.0,55.0,30.007150937395636
Li,6.0,3.0,Sm,147.0,62.0,Na,23.0,11.0,Xe,130.0,54.0,33.96506936830701
Li,6.0,3.0,Sm,147.0,62.0,Mg,26.0,12.0,I,127.0,53.0,39.870741962309694
Li,6.0,3.0,Sm,147.0,62.0,Al,27.0,13.0,Te,126.0,52.0,41.88835818291409
Li,6.0,3.0,Sm,147.0,62.0,Si,30.0,14.0,Sb,123.0,51.0,48.28399667350459
Li,6.0,3.0,Sm,147.0,62.0,P,31.0,15.0,Sn,122.0,50.0,48.971439319313504
Li,6.0,3.0,Sm,147.0,62.0,Cl,37.0,17.0,Cd,116.0,48.0,54.80911284399917
Li,7.0,3.0,Sm,147.0,62.0,Li,6.0,3.0,Sm,148.0,62.0,0.8746729599370155
Li,7.0,3.0,Sm,147.0,62.0,B,10.0,5.0,Nd,144.0,60.0,7.252613062650198
Li,7.0,3.0,Sm,147.0,62.0,B,11.0,5.0,Nd,143.0,60.0,10.898480970034143
Li,7.0,3.0,Sm,147.0,62.0,C,13.0,6.0,Pr,141.0,59.0,18.519034202152397
Li,7.0,3.0,Sm,147.0,62.0,N,14.0,7.0,Ce,140.0,58.0,20.08580727831577
Li,7.0,3.0,Sm,147.0,62.0,O,16.0,8.0,La,138.0,57.0,26.920179490029113
Li,7.0,3.0,Sm,147.0,62.0,F,19.0,9.0,Ba,135.0,56.0,24.82431776501471
Li,7.0,3.0,Sm,147.0,62.0,Ne,21.0,10.0,Cs,133.0,55.0,29.51532205264084
Li,7.0,3.0,Sm,147.0,62.0,Na,23.0,11.0,Xe,131.0,54.0,33.314886486536125
Li,7.0,3.0,Nd,148.0,60.0,Н,1.0,1.0,Sm,154.0,62.0,2.468459365016315
Li,7.0,3.0,Nd,148.0,60.0,F,19.0,9.0,Xe,136.0,54.0,25.01900003189803
Li,6.0,3.0,Sm,148.0,62.0,B,10.0,5.0,Nd,144.0,60.0,6.377940102713183
Li,6.0,3.0,Sm,148.0,62.0,B,11.0,5.0,Nd,143.0,60.0,10.023808010097127
Li,6.0,3.0,Sm,148.0,62.0,C,13.0,6.0,Pr,141.0,59.0,17.644361242215382
Li,6.0,3.0,Sm,148.0,62.0,N,14.0,7.0,Ce,140.0,58.0,19.211134318378754
Li,6.0,3.0,Sm,148.0,62.0,O,16.0,8.0,La,138.0,57.0,26.045506530092098
Li,6.0,3.0,Sm,148.0,62.0,F,19.0,9.0,Ba,135.0,56.0,23.949644805077696
Li,6.0,3.0,Sm,148.0,62.0,Ne,21.0,10.0,Cs,133.0,55.0,28.640649092703825
Li,6.0,3.0,Sm,148.0,62.0,Na,23.0,11.0,Xe,131.0,54.0,32.44021352659911
Li,7.0,3.0,Sm,148.0,62.0,Н,1.0,1.0,Gd,154.0,64.0,1.8816180820285808
Li,7.0,3.0,Sm,148.0,62.0,Не,4.0,2.0,Eu,151.0,63.0,7.7612088411988225
Li,7.0,3.0,Sm,148.0,62.0,B,10.0,5.0,Nd,145.0,60.0,5.091546750627458
Li,7.0,3.0,Sm,148.0,62.0,B,11.0,5.0,Nd,144.0,60.0,10.581772976031061
Li,7.0,3.0,Sm,148.0,62.0,N,15.0,7.0,Ce,140.0,58.0,22.94922014171607
Li,7.0,3.0,Sm,148.0,62.0,O,16.0,8.0,La,139.0,57.0,27.56291041901568
Li,7.0,3.0,Sm,148.0,62.0,O,17.0,8.0,La,138.0,57.0,22.93431623611832
Li,7.0,3.0,Sm,148.0,62.0,F,19.0,9.0,Ba,136.0,56.0,25.895535980002023
Li,7.0,3.0,Sm,148.0,62.0,Ne,22.0,10.0,Cs,133.0,55.0,31.75463386901538
Li,7.0,3.0,Sm,148.0,62.0,Na,23.0,11.0,Xe,132.0,54.0,34.12062888301443
Li,7.0,3.0,Sm,148.0,62.0,Al,27.0,13.0,Te,128.0,52.0,41.283818512019934
Li,7.0,3.0,Sm,148.0,62.0,P,31.0,15.0,Sn,124.0,50.0,48.02969878420117
Li,6.0,3.0,Sm,149.0,62.0,Н,1.0,1.0,Gd,154.0,64.0,3.2704757851024624
Li,6.0,3.0,Sm,149.0,62.0,Не,4.0,2.0,Eu,151.0,63.0,9.150066544272704
Li,6.0,3.0,Sm,149.0,62.0,Li,7.0,3.0,Sm,148.0,62.0,1.3888577030738816
Li,6.0,3.0,Sm,149.0,62.0,B,10.0,5.0,Nd,145.0,60.0,6.48040445370134
Li,6.0,3.0,Sm,149.0,62.0,B,11.0,5.0,Nd,144.0,60.0,11.970630679104943
Li,6.0,3.0,Sm,149.0,62.0,N,15.0,7.0,Ce,140.0,58.0,24.33807784478995
Li,6.0,3.0,Sm,149.0,62.0,O,16.0,8.0,La,139.0,57.0,28.95176812208956
Li,6.0,3.0,Sm,149.0,62.0,O,17.0,8.0,La,138.0,57.0,24.323173939192202
Li,6.0,3.0,Sm,149.0,62.0,F,19.0,9.0,Ba,136.0,56.0,27.284393683075905
Li,6.0,3.0,Sm,149.0,62.0,Ne,22.0,10.0,Cs,133.0,55.0,33.14349157208926
Li,6.0,3.0,Sm,149.0,62.0,Na,23.0,11.0,Xe,132.0,54.0,35.509486586088315
Li,6.0,3.0,Sm,149.0,62.0,Al,27.0,13.0,Te,128.0,52.0,42.672676215093816
Li,6.0,3.0,Sm,149.0,62.0,P,31.0,15.0,Sn,124.0,50.0,49.418556487275055
Li,7.0,3.0,Sm,149.0,62.0,Н,1.0,1.0,Gd,155.0,64.0,2.347365132009145
Li,7.0,3.0,Sm,149.0,62.0,Li,6.0,3.0,Sm,150.0,62.0,0.7442637859203387
Li,7.0,3.0,Sm,149.0,62.0,B,10.0,5.0,Nd,146.0,60.0,6.805495894601336
Li,7.0,3.0,Sm,149.0,62.0,B,11.0,5.0,Nd,145.0,60.0,10.684237327019218
Li,7.0,3.0,Sm,149.0,62.0,N,14.0,7.0,Ce,142.0,58.0,19.23814764729468
Li,7.0,3.0,Sm,149.0,62.0,O,17.0,8.0,La,139.0,57.0,25.840577828115784
Li,7.0,3.0,Sm,149.0,62.0,O,18.0,8.0,La,138.0,57.0,25.117738406494027
Li,7.0,3.0,Sm,149.0,62.0,F,19.0,9.0,Ba,137.0,56.0,26.985384076979244
Li,6.0,3.0,Sm,150.0,62.0,Н,1.0,1.0,Gd,155.0,64.0,1.6031013460888062
Li,6.0,3.0,Sm,150.0,62.0,B,10.0,5.0,Nd,146.0,60.0,6.061232108680997
Li,6.0,3.0,Sm,150.0,62.0,B,11.0,5.0,Nd,145.0,60.0,9.93997354109888
Li,6.0,3.0,Sm,150.0,62.0,N,14.0,7.0,Ce,142.0,58.0,18.493883861374343
Li,6.0,3.0,Sm,150.0,62.0,O,17.0,8.0,La,139.0,57.0,25.096314042195445
Li,6.0,3.0,Sm,150.0,62.0,O,18.0,8.0,La,138.0,57.0,24.37347462057369
Li,6.0,3.0,Sm,150.0,62.0,F,19.0,9.0,Ba,137.0,56.0,26.241120291058905
Li,7.0,3.0,Sm,150.0,62.0,Н,1.0,1.0,Gd,156.0,64.0,2.8783167689980473
Li,7.0,3.0,Sm,150.0,62.0,Не,4.0,2.0,Eu,153.0,63.0,8.897631643223576
Li,7.0,3.0,Sm,150.0,62.0,B,11.0,5.0,Nd,146.0,60.0,10.265064981998876
Li,7.0,3.0,Sm,150.0,62.0,N,15.0,7.0,Ce,142.0,58.0,22.231969684682554
Li,7.0,3.0,Sm,150.0,62.0,O,18.0,8.0,La,139.0,57.0,25.89087850949727
Li,7.0,3.0,Sm,150.0,62.0,F,19.0,9.0,Ba,138.0,56.0,27.572225359996082
Li,7.0,3.0,Sm,150.0,62.0,Na,23.0,11.0,Xe,134.0,54.0,35.25146272042184
Li,7.0,3.0,Sm,150.0,62.0,Al,27.0,13.0,Te,130.0,52.0,41.712305797991576
Li,6.0,3.0,Eu,151.0,63.0,Be,9.0,4.0,Sm,148.0,62.0,7.461267741018673
Li,6.0,3.0,Eu,151.0,63.0,C,12.0,6.0,Nd,145.0,60.0,21.04804068361409
Li,6.0,3.0,Eu,151.0,63.0,C,13.0,6.0,Nd,144.0,60.0,20.02898613823345
Li,6.0,3.0,Eu,151.0,63.0,O,17.0,8.0,Ce,140.0,58.0,27.76038716820767
Li,6.0,3.0,Eu,151.0,63.0,F,19.0,9.0,La,138.0,57.0,27.517267208109843
Li,6.0,3.0,Eu,151.0,63.0,Ne,20.0,10.0,Ba,137.0,56.0,34.23613415140426
Li,6.0,3.0,Eu,151.0,63.0,Ne,21.0,10.0,Ba,136.0,56.0,34.04331487271702
Li,6.0,3.0,Eu,151.0,63.0,Ne,22.0,10.0,Ba,135.0,56.0,35.211408474104246
Li,6.0,3.0,Eu,151.0,63.0,Mg,25.0,12.0,Xe,132.0,54.0,41.688086951413425
Li,6.0,3.0,Eu,151.0,63.0,Mg,26.0,12.0,Xe,131.0,54.0,43.85287923979922
Li,6.0,3.0,Eu,151.0,63.0,Si,29.0,14.0,Te,128.0,52.0,49.88616652550991
Li,6.0,3.0,Eu,151.0,63.0,S,33.0,16.0,Sn,124.0,50.0,54.077889975509606
Li,7.0,3.0,Eu,151.0,63.0,Не,4.0,2.0,Gd,154.0,64.0,11.468555359257152
Li,7.0,3.0,Eu,151.0,63.0,Be,9.0,4.0,Sm,149.0,62.0,6.072410037944792
Li,7.0,3.0,Eu,151.0,63.0,C,12.0,6.0,Nd,146.0,60.0,21.373132124514086
Li,7.0,3.0,Eu,151.0,63.0,C,13.0,6.0,Nd,145.0,60.0,18.742592786147725
Li,7.0,3.0,Eu,151.0,63.0,O,16.0,8.0,Ce,142.0,58.0,29.509733088023495
Li,7.0,3.0,Eu,151.0,63.0,O,18.0,8.0,Ce,140.0,58.0,28.5549516355386
Li,7.0,3.0,Eu,151.0,63.0,F,19.0,9.0,La,139.0,57.0,29.034671097033424
Li,7.0,3.0,Eu,151.0,63.0,Ne,20.0,10.0,Ba,138.0,56.0,35.567239220341435
Li,7.0,3.0,Eu,151.0,63.0,Ne,21.0,10.0,Ba,137.0,56.0,33.74430526662036
Li,7.0,3.0,Eu,151.0,63.0,Ne,22.0,10.0,Ba,136.0,56.0,37.15729964902857
Li,7.0,3.0,Eu,151.0,63.0,Mg,24.0,12.0,Xe,134.0,54.0,42.09608136722818
Li,7.0,3.0,Eu,151.0,63.0,Mg,26.0,12.0,Xe,132.0,54.0,45.533294596214546
Li,7.0,3.0,Eu,151.0,63.0,Si,28.0,14.0,Te,130.0,52.0,48.445145152829355
Li,7.0,3.0,Eu,151.0,63.0,Si,30.0,14.0,Te,128.0,52.0,53.24792873245315
Li,7.0,3.0,Eu,151.0,63.0,S,34.0,16.0,Sn,124.0,50.0,58.24632607301464
Li,7.0,3.0,Eu,151.0,63.0,Ca,48.0,20.0,Pd,110.0,46.0,73.37565324522438
Li,6.0,3.0,Sm,152.0,62.0,Н,1.0,1.0,Gd,157.0,64.0,2.6556896790862083
Li,6.0,3.0,Sm,152.0,62.0,B,10.0,5.0,Nd,148.0,60.0,4.840974837687099
Li,7.0,3.0,Sm,152.0,62.0,Н,1.0,1.0,Gd,158.0,64.0,3.325433936988702
Li,7.0,3.0,Sm,152.0,62.0,B,11.0,5.0,Nd,148.0,60.0,9.044807711004978
Li,7.0,3.0,Sm,152.0,62.0,Na,23.0,11.0,Xe,136.0,54.0,35.86345434410032
Li,6.0,3.0,Gd,152.0,64.0,B,10.0,5.0,Sm,148.0,62.0,6.6667032736877445
Li,6.0,3.0,Gd,152.0,64.0,B,11.0,5.0,Sm,147.0,62.0,9.995863187068608
Li,6.0,3.0,Gd,152.0,64.0,N,14.0,7.0,Nd,144.0,60.0,20.040164067409933
Li,6.0,3.0,Gd,152.0,64.0,N,15.0,7.0,Nd,143.0,60.0,23.22028492478421
Li,6.0,3.0,Gd,152.0,64.0,O,17.0,8.0,Pr,141.0,59.0,26.204792021220783
Li,6.0,3.0,Gd,152.0,64.0,Ne,20.0,10.0,La,138.0,57.0,32.978617116372334
Li,6.0,3.0,Gd,152.0,64.0,Na,23.0,11.0,Ba,135.0,56.0,36.61982755328063
Li,6.0,3.0,Gd,152.0,64.0,Mg,25.0,12.0,Cs,133.0,55.0,40.730511016590754
Li,6.0,3.0,Gd,152.0,64.0,Al,27.0,13.0,Xe,131.0,54.0,44.74338759938837
Li,7.0,3.0,Gd,152.0,64.0,Н,1.0,1.0,Dy,158.0,66.0,3.4931028750143014
Li,7.0,3.0,Gd,152.0,64.0,B,10.0,5.0,Sm,149.0,62.0,5.277845570613863
Li,7.0,3.0,Gd,152.0,64.0,B,11.0,5.0,Sm,148.0,62.0,10.870536147005623
Li,7.0,3.0,Gd,152.0,64.0,N,14.0,7.0,Nd,145.0,60.0,18.753770715324208
Li,7.0,3.0,Gd,152.0,64.0,N,15.0,7.0,Nd,144.0,60.0,23.778249890718143
Li,7.0,3.0,Gd,152.0,64.0,O,18.0,8.0,Pr,141.0,59.0,26.999356488522608
Li,7.0,3.0,Gd,152.0,64.0,F,19.0,9.0,Ce,140.0,58.0,29.165080270991893
Li,7.0,3.0,Gd,152.0,64.0,Ne,20.0,10.0,La,139.0,57.0,34.496021005295916
Li,7.0,3.0,Gd,152.0,64.0,Ne,21.0,10.0,La,138.0,57.0,32.48678823161754
Li,7.0,3.0,Gd,152.0,64.0,Na,23.0,11.0,Ba,136.0,56.0,38.565718728204956
Li,7.0,3.0,Gd,152.0,64.0,Mg,26.0,12.0,Cs,133.0,55.0,44.575718661391875
Li,7.0,3.0,Gd,152.0,64.0,Al,27.0,13.0,Xe,132.0,54.0,46.423802955803694
Li,7.0,3.0,Gd,152.0,64.0,P,31.0,15.0,Te,128.0,52.0,53.15291633422021
Li,7.0,3.0,Gd,152.0,64.0,Cl,35.0,17.0,Sn,124.0,50.0,57.23099750399706
Li,7.0,3.0,Gd,152.0,64.0,Cl,37.0,17.0,Sn,122.0,50.0,61.69192274889792
Li,6.0,3.0,Eu,153.0,63.0,Не,4.0,2.0,Gd,155.0,64.0,10.053615821292624
Li,6.0,3.0,Eu,153.0,63.0,Be,9.0,4.0,Sm,150.0,62.0,6.32484493899392
Li,6.0,3.0,Eu,153.0,63.0,C,13.0,6.0,Nd,146.0,60.0,18.57585534217651
Li,6.0,3.0,Eu,153.0,63.0,O,17.0,8.0,Ce,142.0,58.0,25.906713909178507
Li,6.0,3.0,Eu,153.0,63.0,Ne,21.0,10.0,Ba,138.0,56.0,34.583581450686324
Li,6.0,3.0,Eu,153.0,63.0,Ne,22.0,10.0,Ba,137.0,56.0,36.3664611580607
Li,6.0,3.0,Eu,153.0,63.0,Mg,25.0,12.0,Xe,134.0,54.0,41.68249798679608
Li,6.0,3.0,Eu,153.0,63.0,Si,29.0,14.0,Te,130.0,52.0,49.1782310094859
Li,7.0,3.0,Eu,153.0,63.0,Н,1.0,1.0,Tb,159.0,65.0,3.809810869017383
Li,7.0,3.0,Eu,153.0,63.0,Не,4.0,2.0,Gd,156.0,64.0,11.328831244201865
Li,7.0,3.0,Eu,153.0,63.0,C,12.0,6.0,Nd,148.0,60.0,18.98850722849602
Li,7.0,3.0,Eu,153.0,63.0,O,18.0,8.0,Ce,142.0,58.0,26.70127837648033
Li,7.0,3.0,Eu,153.0,63.0,Ne,22.0,10.0,Ba,138.0,56.0,37.69756622699788
Li,7.0,3.0,Eu,153.0,63.0,Mg,24.0,12.0,Xe,136.0,54.0,41.54370536591159
Li,7.0,3.0,Eu,153.0,63.0,Mg,26.0,12.0,Xe,134.0,54.0,45.5277056315972
Li,7.0,3.0,Eu,153.0,63.0,Si,30.0,14.0,Te,130.0,52.0,52.539993216400035
Li,6.0,3.0,Sm,154.0,62.0,B,10.0,5.0,Nd,150.0,60.0,3.2481199266621843
Li,7.0,3.0,Sm,154.0,62.0,Н,1.0,1.0,Gd,160.0,64.0,2.859686887008138
Li,7.0,3.0,Sm,154.0,62.0,B,11.0,5.0,Nd,150.0,60.0,7.451952799980063
Li,6.0,3.0,Gd,154.0,64.0,Be,9.0,4.0,Eu,151.0,63.0,3.7539212229603436
Li,6.0,3.0,Gd,154.0,64.0,B,10.0,5.0,Sm,150.0,62.0,5.493020707683172
Li,6.0,3.0,Gd,154.0,64.0,B,11.0,5.0,Sm,149.0,62.0,8.952589795080712
Li,6.0,3.0,Gd,154.0,64.0,N,14.0,7.0,Nd,146.0,60.0,18.549773507373175
Li,6.0,3.0,Gd,154.0,64.0,N,15.0,7.0,Nd,145.0,60.0,21.96276788978139
Li,6.0,3.0,Gd,154.0,64.0,Ne,21.0,10.0,La,139.0,57.0,33.47510347169009
Li,6.0,3.0,Gd,154.0,64.0,Ne,22.0,10.0,La,138.0,57.0,35.07168435907806
Li,6.0,3.0,Gd,154.0,64.0,Na,23.0,11.0,Ba,137.0,56.0,37.737620473257266
Li,7.0,3.0,Gd,154.0,64.0,Н,1.0,1.0,Dy,160.0,66.0,3.79118098699837
Li,7.0,3.0,Gd,154.0,64.0,B,11.0,5.0,Sm,150.0,62.0,9.69685358100105
Li,7.0,3.0,Gd,154.0,64.0,N,15.0,7.0,Nd,146.0,60.0,22.287859330681385
Li,7.0,3.0,Gd,154.0,64.0,F,19.0,9.0,Ce,142.0,58.0,27.27414724798291
Li,7.0,3.0,Gd,154.0,64.0,Ne,22.0,10.0,La,139.0,57.0,36.589088248001644
Li,7.0,3.0,Gd,154.0,64.0,Na,23.0,11.0,Ba,138.0,56.0,39.06872554219444
Li,7.0,3.0,Gd,154.0,64.0,Al,27.0,13.0,Xe,134.0,54.0,46.38095422720653
Li,7.0,3.0,Gd,154.0,64.0,P,31.0,15.0,Te,130.0,52.0,52.40772105418728
Li,7.0,3.0,Gd,154.0,64.0,Cl,37.0,17.0,Sn,124.0,50.0,61.09576652487158
Li,6.0,3.0,Gd,155.0,64.0,Н,1.0,1.0,Dy,160.0,66.0,4.714291640091687
Li,6.0,3.0,Gd,155.0,64.0,Li,7.0,3.0,Gd,154.0,64.0,0.9231106530933175
Li,6.0,3.0,Gd,155.0,64.0,B,11.0,5.0,Sm,150.0,62.0,10.619964234094368
Li,6.0,3.0,Gd,155.0,64.0,N,15.0,7.0,Nd,146.0,60.0,23.210969983774703
Li,6.0,3.0,Gd,155.0,64.0,F,19.0,9.0,Ce,142.0,58.0,28.197257901076227
Li,6.0,3.0,Gd,155.0,64.0,Ne,22.0,10.0,La,139.0,57.0,37.51219890109496
Li,6.0,3.0,Gd,155.0,64.0,Na,23.0,11.0,Ba,138.0,56.0,39.99183619528776
Li,6.0,3.0,Gd,155.0,64.0,Al,27.0,13.0,Xe,134.0,54.0,47.30406488029985
Li,6.0,3.0,Gd,155.0,64.0,P,31.0,15.0,Te,130.0,52.0,53.330831707280595
Li,6.0,3.0,Gd,155.0,64.0,Cl,37.0,17.0,Sn,124.0,50.0,62.018877177964896
Li,7.0,3.0,Gd,155.0,64.0,Н,1.0,1.0,Dy,161.0,66.0,3.8843303970061243
Li,7.0,3.0,Gd,155.0,64.0,Li,6.0,3.0,Gd,156.0,64.0,1.2752154229092412
Li,7.0,3.0,Gd,155.0,64.0,Be,9.0,4.0,Eu,153.0,63.0,5.168860760924872
Li,7.0,3.0,Gd,155.0,64.0,B,10.0,5.0,Sm,152.0,62.0,5.743592620623531
Li,7.0,3.0,Gd,155.0,64.0,N,14.0,7.0,Nd,148.0,60.0,17.580088149319636
Li,6.0,3.0,Gd,156.0,64.0,Н,1.0,1.0,Dy,161.0,66.0,2.609114974096883
Li,6.0,3.0,Gd,156.0,64.0,Be,9.0,4.0,Eu,153.0,63.0,3.893645338015631
Li,6.0,3.0,Gd,156.0,64.0,B,10.0,5.0,Sm,152.0,62.0,4.46837719771429
Li,6.0,3.0,Gd,156.0,64.0,N,14.0,7.0,Nd,148.0,60.0,16.304872726410395
Li,7.0,3.0,Gd,156.0,64.0,Н,1.0,1.0,Dy,162.0,66.0,3.5489925210131332
Li,7.0,3.0,Gd,156.0,64.0,Не,4.0,2.0,Tb,159.0,65.0,9.829125743242912
Li,7.0,3.0,Gd,156.0,64.0,B,11.0,5.0,Sm,152.0,62.0,8.672210071032168
Li,7.0,3.0,Gd,156.0,64.0,N,15.0,7.0,Nd,148.0,60.0,20.042958549718605
Li,7.0,3.0,Gd,156.0,64.0,Al,27.0,13.0,Xe,136.0,54.0,45.968302340916125
Li,6.0,3.0,Dy,156.0,66.0,B,10.0,5.0,Gd,152.0,64.0,5.977397639682749
Li,6.0,3.0,Dy,156.0,66.0,N,14.0,7.0,Sm,148.0,62.0,19.6396216043795
Li,6.0,3.0,Dy,156.0,66.0,N,15.0,7.0,Sm,147.0,62.0,22.503034467750695
Li,6.0,3.0,Dy,156.0,66.0,F,19.0,9.0,Nd,143.0,60.0,28.746839420084143
Li,6.0,3.0,Dy,156.0,66.0,Ne,21.0,10.0,Pr,141.0,59.0,35.0679583826859
Li,6.0,3.0,Dy,156.0,66.0,Mg,24.0,12.0,La,138.0,57.0,43.80909901706036
Li,6.0,3.0,Dy,156.0,66.0,Al,27.0,13.0,Ba,135.0,56.0,48.233695992064895
Li,6.0,3.0,Dy,156.0,66.0,Si,29.0,14.0,Cs,133.0,55.0,53.379269400466
Li,6.0,3.0,Dy,156.0,66.0,P,31.0,15.0,Xe,131.0,54.0,55.92317978758365
Li,6.0,3.0,Dy,156.0,66.0,Cl,37.0,17.0,Te,125.0,52.0,63.87255043696496
Li,6.0,3.0,Dy,156.0,66.0,K,40.0,19.0,Sn,122.0,50.0,66.57202033879003
Li,7.0,3.0,Dy,156.0,66.0,Н,1.0,1.0,Er,162.0,68.0,2.9248914740164764
Li,7.0,3.0,Dy,156.0,66.0,B,11.0,5.0,Gd,152.0,64.0,10.181230513000628
Li,7.0,3.0,Dy,156.0,66.0,C,12.0,6.0,Eu,151.0,63.0,18.75563370346208
Li,7.0,3.0,Dy,156.0,66.0,N,14.0,7.0,Sm,149.0,62.0,18.250763901305618
Li,7.0,3.0,Dy,156.0,66.0,N,15.0,7.0,Sm,148.0,62.0,23.37770742768771
Li,7.0,3.0,Dy,156.0,66.0,F,19.0,9.0,Nd,144.0,60.0,29.304804386018077
Li,7.0,3.0,Dy,156.0,66.0,Ne,22.0,10.0,Pr,141.0,59.0,38.18194315902656
Li,7.0,3.0,Dy,156.0,66.0,Na,23.0,11.0,Ce,140.0,58.0,41.14595738518983
Li,7.0,3.0,Dy,156.0,66.0,Mg,24.0,12.0,La,139.0,57.0,45.32650290598394
Li,7.0,3.0,Dy,156.0,66.0,Mg,25.0,12.0,La,138.0,57.0,43.88734452149947
Li,7.0,3.0,Dy,156.0,66.0,Al,27.0,13.0,Ba,136.0,56.0,50.17958716698922
Li,7.0,3.0,Dy,156.0,66.0,Si,30.0,14.0,Cs,133.0,55.0,56.74103160740924
Li,7.0,3.0,Dy,156.0,66.0,P,31.0,15.0,Xe,132.0,54.0,57.60359514399897
Li,7.0,3.0,Dy,156.0,66.0,Cl,35.0,17.0,Te,128.0,52.0,61.6649094200111
Li,7.0,3.0,Dy,156.0,66.0,Cl,37.0,17.0,Te,126.0,52.0,65.78863380069379
Li,7.0,3.0,Dy,156.0,66.0,K,39.0,19.0,Sn,124.0,50.0,65.96002871508244
Li,7.0,3.0,Dy,156.0,66.0,Ar,40.0,18.0,Sb,123.0,51.0,68.21424443708383
Li,7.0,3.0,Dy,156.0,66.0,K,41.0,19.0,Sn,122.0,50.0,69.41494033200433
Li,7.0,3.0,Dy,156.0,66.0,Ca,48.0,20.0,In,115.0,49.0,77.62326634119381
Li,7.0,3.0,Dy,156.0,66.0,Ge,76.0,32.0,Rb,87.0,37.0,101.74244307249319
Li,6.0,3.0,Gd,157.0,64.0,Н,1.0,1.0,Dy,162.0,66.0,4.444158351077931
Li,6.0,3.0,Gd,157.0,64.0,Не,4.0,2.0,Tb,159.0,65.0,10.72429157330771
Li,6.0,3.0,Gd,157.0,64.0,Li,7.0,3.0,Gd,156.0,64.0,0.8951658300647978
Li,6.0,3.0,Gd,157.0,64.0,B,11.0,5.0,Sm,152.0,62.0,9.567375901096966
Li,6.0,3.0,Gd,157.0,64.0,N,15.0,7.0,Nd,148.0,60.0,20.938124379783403
Li,6.0,3.0,Gd,157.0,64.0,Al,27.0,13.0,Xe,136.0,54.0,46.86346817098092
Li,7.0,3.0,Gd,157.0,64.0,Н,1.0,1.0,Dy,163.0,66.0,3.4931028750143014
Li,7.0,3.0,Gd,157.0,64.0,Li,6.0,3.0,Gd,158.0,64.0,0.6697442579024937
Li,7.0,3.0,Gd,157.0,64.0,B,10.0,5.0,Sm,154.0,62.0,4.653744523617206
Li,7.0,3.0,Gd,157.0,64.0,N,14.0,7.0,Nd,150.0,60.0,14.897385141288396
Li,6.0,3.0,Gd,158.0,64.0,Н,1.0,1.0,Dy,163.0,66.0,2.8233586171118077
Li,6.0,3.0,Gd,158.0,64.0,B,10.0,5.0,Sm,154.0,62.0,3.9840002657147124
Li,6.0,3.0,Gd,158.0,64.0,N,14.0,7.0,Nd,150.0,60.0,14.227640883385902
Li,7.0,3.0,Gd,158.0,64.0,Н,1.0,1.0,Dy,164.0,66.0,3.213654645020142
Li,7.0,3.0,Gd,158.0,64.0,B,11.0,5.0,Sm,154.0,62.0,8.187833139032591
Li,7.0,3.0,Gd,158.0,64.0,N,15.0,7.0,Nd,150.0,60.0,17.965726706694113
Li,6.0,3.0,Dy,158.0,66.0,B,10.0,5.0,Gd,154.0,64.0,5.055218480702024
Li,6.0,3.0,Dy,158.0,66.0,C,13.0,6.0,Eu,151.0,63.0,14.99891799816396
Li,6.0,3.0,Dy,158.0,66.0,N,14.0,7.0,Sm,150.0,62.0,17.5437598793942
Li,6.0,3.0,Dy,158.0,66.0,N,15.0,7.0,Sm,149.0,62.0,20.537581916782074
Li,6.0,3.0,Dy,158.0,66.0,F,19.0,9.0,Nd,145.0,60.0,26.567143226100598
Li,6.0,3.0,Dy,158.0,66.0,Mg,25.0,12.0,La,139.0,57.0,43.9534806025913
Li,6.0,3.0,Dy,158.0,66.0,Mg,26.0,12.0,La,138.0,57.0,46.28128435846884
Li,6.0,3.0,Dy,158.0,66.0,Al,27.0,13.0,Ba,137.0,56.0,48.42930975306081
Li,6.0,3.0,Dy,158.0,66.0,K,40.0,19.0,Sn,124.0,50.0,65.05368495578296
Li,7.0,3.0,Dy,158.0,66.0,Н,1.0,1.0,Er,164.0,68.0,2.6454432439932134
Li,7.0,3.0,Dy,158.0,66.0,B,10.0,5.0,Gd,155.0,64.0,4.132107827608706
Li,7.0,3.0,Dy,158.0,66.0,B,11.0,5.0,Gd,154.0,64.0,9.259051354019903
Li,7.0,3.0,Dy,158.0,66.0,C,12.0,6.0,Eu,153.0,63.0,17.796194780501537
Li,7.0,3.0,Dy,158.0,66.0,N,15.0,7.0,Sm,150.0,62.0,21.281845702702412
