id,neutrino,id_sub,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,E,A,nBorF,Z,aBorF,MeV
1349,none,350,Li,6,b,3,f,Dy,163,f,66,f,Tm,169,f,69,b,8.519400
1350,left,640,Li,6,b,3,f,Dy,164,b,66,b,Er,170,b,68,b,7.867401
1351,right,354,Li,6,b,3,f,Dy,164,b,66,b,Yb,170,b,70,b,8.454238
1352,none,512,Li,6,b,3,f,Ho,165,f,67,b,Yb,171,f,70,f,8.333100
1353,left,641,Li,6,b,3,f,Er,164,b,68,b,Yb,170,b,70,b,8.892045
1354,left,643,Li,6,b,3,f,Er,166,b,68,b,Yb,172,b,70,b,8.351778
1355,left,645,Li,6,b,3,f,Er,167,f,68,f,Yb,173,f,70,f,8.267944
1356,left,647,Li,6,b,3,f,Er,168,b,68,b,Yb,174,b,70,b,7.904661
1357,right,357,Li,6,b,3,f,Er,168,b,68,b,Hf,174,b,72,b,6.749604
1358,left,648,Li,6,b,3,f,Er,170,b,68,b,Yb,176,b,70,b,7.355079
1359,none,361,Li,6,b,3,f,Er,170,b,68,b,Lu,176,b,71,f,7.355100
1360,right,358,Li,6,b,3,f,Er,170,b,68,b,Hf,176,b,72,b,8.370404
1361,left,649,Li,6,b,3,f,Tm,169,f,69,b,Lu,175,f,71,b,7.997810
1362,left,651,Li,6,b,3,f,Yb,170,b,70,b,Hf,176,b,72,b,7.783567
1363,left,653,Li,6,b,3,f,Yb,171,f,70,f,Hf,177,f,72,f,7.569323
1364,left,655,Li,6,b,3,f,Yb,172,b,70,b,Hf,178,b,72,b,7.280560
1365,left,657,Li,6,b,3,f,Yb,173,f,70,f,Hf,179,f,72,f,6.898647
1366,left,659,Li,6,b,3,f,Yb,174,b,70,b,Hf,180,b,72,b,6.833443
1367,none,1316,Li,6,b,3,f,Yb,174,b,70,b,Ta,180,b,73,f,6.172100
1368,right,361,Li,6,b,3,f,Yb,174,b,70,b,W,180,b,74,b,6.675085
1369,right,362,Li,6,b,3,f,Yb,176,b,70,b,W,182,b,74,b,8.938615
1370,left,660,Li,6,b,3,f,Lu,175,f,71,b,Ta,181,f,73,b,7.485489
1371,none,621,Li,6,b,3,f,Lu,176,b,71,f,W,182,b,74,b,8.938600
1372,left,661,Li,6,b,3,f,Hf,174,b,72,b,W,180,b,74,b,7.830141
1373,left,662,Li,6,b,3,f,Hf,176,b,72,b,W,182,b,74,b,7.923291
1374,left,664,Li,6,b,3,f,Hf,177,f,72,f,W,183,f,74,f,7.746307
1375,left,666,Li,6,b,3,f,Hf,178,b,72,b,W,184,b,74,b,7.457544
1376,right,365,Li,6,b,3,f,Hf,178,b,72,b,Os,184,b,76,b,5.995094
1377,none,498,Li,6,b,3,f,Hf,179,f,72,f,Re,185,f,75,b,7.569300
1378,left,668,Li,6,b,3,f,Hf,180,b,72,b,W,186,b,74,b,7.075631
1379,right,367,Li,6,b,3,f,Hf,180,b,72,b,Os,186,b,76,b,7.448225
1380,none,1154,Li,6,b,3,f,Ta,180,b,73,f,Os,186,b,76,b,8.109600
1381,left,670,Li,6,b,3,f,Ta,181,f,73,b,Re,187,f,75,b,6.656459
1382,none,1156,Li,6,b,3,f,Ta,181,f,73,b,Os,187,f,76,f,6.656500
1383,left,671,Li,6,b,3,f,W,180,b,74,b,Os,186,b,76,b,7.606583
1384,left,673,Li,6,b,3,f,W,182,b,74,b,Os,188,b,76,b,6.917277
1385,left,675,Li,6,b,3,f,W,183,f,74,f,Os,189,f,76,f,6.675089
1386,left,677,Li,6,b,3,f,W,184,b,74,b,Os,190,b,76,b,7.001112
1387,right,370,Li,6,b,3,f,W,184,b,74,b,Pt,190,b,78,b,5.743591
1388,left,678,Li,6,b,3,f,W,186,b,74,b,Os,192,b,76,b,7.504118
1389,right,371,Li,6,b,3,f,W,186,b,74,b,Pt,192,b,78,b,7.485485
1390,left,679,Li,6,b,3,f,Re,185,f,75,b,Ir,191,f,77,b,6.796183
1391,left,680,Li,6,b,3,f,Re,187,f,75,b,Ir,193,f,77,b,7.271245
1392,left,681,Li,6,b,3,f,Os,184,b,76,b,Pt,190,b,78,b,7.206040
1393,left,682,Li,6,b,3,f,Os,186,b,76,b,Pt,192,b,78,b,7.112891
1394,left,684,Li,6,b,3,f,Os,188,b,76,b,Pt,194,b,78,b,7.718362
1395,left,686,Li,6,b,3,f,Os,189,f,76,f,Pt,195,f,78,f,7.969866
1396,left,688,Li,6,b,3,f,Os,190,b,76,b,Pt,196,b,78,b,8.145918
1397,right,373,Li,6,b,3,f,Os,190,b,76,b,Hg,196,b,80,b,7.362527
1398,left,689,Li,6,b,3,f,Os,192,b,76,b,Pt,198,b,78,b,8.389038
1399,right,374,Li,6,b,3,f,Os,192,b,76,b,Hg,198,b,80,b,9.069025
1400,left,690,Li,6,b,3,f,Ir,191,f,77,b,Au,197,f,79,b,8.778402
1401,none,530,Li,6,b,3,f,Ir,193,f,77,b,Hg,199,f,80,f,9.454700
1402,left,691,Li,6,b,3,f,Pt,190,b,78,b,Hg,196,b,80,b,8.620048
1403,left,692,Li,6,b,3,f,Pt,192,b,78,b,Hg,198,b,80,b,9.087658
1404,left,694,Li,6,b,3,f,Pt,194,b,78,b,Hg,200,b,80,b,8.934893
1405,left,696,Li,6,b,3,f,Pt,195,f,78,f,Hg,201,f,80,f,8.971222
1406,left,698,Li,6,b,3,f,Pt,196,b,78,b,Hg,202,b,80,b,8.827772
1407,left,699,Li,6,b,3,f,Pt,198,b,78,b,Hg,204,b,80,b,8.545529
1408,right,376,Li,6,b,3,f,Pt,198,b,78,b,Pb,204,b,82,b,8.930232
1409,left,700,Li,6,b,3,f,Au,197,f,79,b,Tl,203,f,81,b,8.706677
1410,left,701,Li,6,b,3,f,Hg,198,b,80,b,Pb,204,b,82,b,8.250245
1411,left,703,Li,6,b,3,f,Hg,200,b,80,b,Pb,206,b,82,b,8.405805
1412,left,705,Li,6,b,3,f,Hg,201,f,80,f,Pb,207,f,82,f,8.889250
1413,left,707,Li,6,b,3,f,Hg,202,b,80,b,Pb,208,b,82,b,8.487776
1414,left,708,Li,6,b,3,f,Tl,203,f,81,b,Bi,209,f,83,b,6.557720
1415,left,709,Li,6,b,3,f,Th,232,b,90,b,U,238,b,92,b,2.400462
1416,right,215,Li,7,f,3,b,Li,7,f,3,b,N,14,b,7,f,26.797220
1417,right,216,Li,7,f,3,b,Be,9,f,4,f,O,16,b,8,b,30.996396
1418,none,80,Li,7,f,3,b,B,10,b,5,f,O,17,f,8,f,27.767800
1419,none,82,Li,7,f,3,b,B,11,f,5,b,O,18,b,8,b,24.358600
1420,none,133,Li,7,f,3,b,C,12,b,6,b,F,19,f,9,b,16.394300
1421,right,217,Li,7,f,3,b,C,13,f,6,f,Ne,20,b,10,b,25.073025
1422,none,712,Li,7,f,3,b,N,14,b,7,f,Ne,21,f,10,f,23.658100
1423,none,714,Li,7,f,3,b,N,15,f,7,b,Ne,22,b,10,b,23.034000
1424,none,827,Li,7,f,3,b,O,16,b,8,b,Na,23,f,11,b,19.698300
1425,right,218,Li,7,f,3,b,O,17,f,8,f,Mg,24,b,12,b,28.032381
1426,right,220,Li,7,f,3,b,O,18,b,8,b,Mg,25,f,12,f,27.316062
1427,none,377,Li,7,f,3,b,F,19,f,9,b,Mg,26,b,12,b,29.639200
1428,none,765,Li,7,f,3,b,Ne,20,b,10,b,Al,27,f,13,b,25.068400
1429,right,221,Li,7,f,3,b,Ne,21,f,10,f,Si,28,b,14,b,30.671304
1430,right,223,Li,7,f,3,b,Ne,22,b,10,b,Si,29,f,14,f,28.782234
1431,none,729,Li,7,f,3,b,Na,23,f,11,b,Si,30,b,14,b,29.823600
1432,none,632,Li,7,f,3,b,Mg,24,b,12,b,P,31,f,15,b,25.417700
1433,right,224,Li,7,f,3,b,Mg,25,f,12,f,S,32,b,16,b,27.731509
1434,right,226,Li,7,f,3,b,Mg,26,b,12,b,S,33,f,16,f,25.276090
1435,none,15,Li,7,f,3,b,Al,27,f,13,b,S,34,b,16,b,27.642100
1436,none,1051,Li,7,f,3,b,Si,28,b,14,b,Cl,35,f,17,b,22.427600
1437,right,227,Li,7,f,3,b,Si,29,f,14,f,Ar,36,b,18,b,23.238913
1438,none,1053,Li,7,f,3,b,Si,30,b,14,b,Cl,37,f,17,b,22.234800
1439,none,858,Li,7,f,3,b,P,31,f,15,b,Ar,38,b,18,b,25.190400
1440,none,960,Li,7,f,3,b,S,32,b,16,b,K,39,f,19,b,22.695900
1441,left,429,Li,7,f,3,b,S,33,f,16,f,Ar,40,b,18,b,23.363737
1442,none,962,Li,7,f,3,b,S,33,f,16,f,K,40,b,19,f,21.851000
1443,right,229,Li,7,f,3,b,S,33,f,16,f,Ca,40,b,20,b,23.172777
1444,none,964,Li,7,f,3,b,S,34,b,16,b,K,41,f,19,b,20.525500
1445,none,259,Li,7,f,3,b,Cl,35,f,17,b,Ca,42,b,20,b,24.435000
1446,none,261,Li,7,f,3,b,Cl,37,f,17,b,Ca,44,b,20,b,24.601700
1447,left,433,Li,7,f,3,b,Ar,36,b,18,b,Ca,43,f,20,f,23.075905
1448,none,31,Li,7,f,3,b,Ar,38,b,18,b,Sc,45,f,21,b,21.248300
1449,right,232,Li,7,f,3,b,Ar,40,b,18,b,Ti,47,f,22,f,24.806617
1450,none,537,Li,7,f,3,b,K,39,f,19,b,Ti,46,b,22,b,25.230400
1451,none,539,Li,7,f,3,b,K,40,b,19,f,Ti,47,f,22,f,26.319400
1452,none,541,Li,7,f,3,b,K,41,f,19,b,Ti,48,b,22,b,27.844200
1453,left,438,Li,7,f,3,b,Ca,40,b,20,b,Ti,47,f,22,f,24.997578
1454,left,440,Li,7,f,3,b,Ca,42,b,20,b,Ti,49,f,22,f,24.932373
1455,left,442,Li,7,f,3,b,Ca,43,f,20,f,Ti,50,b,22,b,27.940168
1456,none,151,Li,7,f,3,b,Ca,43,f,20,f,V,50,b,23,f,25.727900
1457,right,233,Li,7,f,3,b,Ca,43,f,20,f,Cr,50,b,24,b,26.765549
1458,none,153,Li,7,f,3,b,Ca,44,b,20,b,V,51,f,23,b,25.631900
1459,right,236,Li,7,f,3,b,Ca,46,b,20,b,Cr,53,f,24,f,27.053381
1460,none,996,Li,7,f,3,b,Sc,45,f,21,b,Cr,52,b,24,b,29.258200
1461,left,446,Li,7,f,3,b,Ti,46,b,22,b,Cr,53,f,24,f,26.069727
1462,left,448,Li,7,f,3,b,Ti,47,f,22,f,Cr,54,b,24,b,26.905278
1463,right,238,Li,7,f,3,b,Ti,47,f,22,f,Fe,54,b,26,b,26.214105
1464,none,1197,Li,7,f,3,b,Ti,48,b,22,b,Mn,55,f,25,b,24.124800
1465,right,240,Li,7,f,3,b,Ti,49,f,22,f,Fe,56,b,26,b,26.957437
1466,right,242,Li,7,f,3,b,Ti,50,b,22,b,Fe,57,f,26,f,23.660880
1467,none,1252,Li,7,f,3,b,V,50,b,23,f,Fe,57,f,26,f,25.873200
1468,none,1254,Li,7,f,3,b,V,51,f,23,b,Fe,58,b,26,b,24.881100
1469,left,451,Li,7,f,3,b,Cr,50,b,24,b,Fe,57,f,26,f,24.835498
1470,none,300,Li,7,f,3,b,Cr,52,b,24,b,Co,59,f,27,b,21.730800
1471,none,302,Li,7,f,3,b,Cr,53,f,24,f,Co,60,b,27,f,21.284600
1472,right,244,Li,7,f,3,b,Cr,53,f,24,f,Ni,60,b,28,b,24.100545
1473,right,246,Li,7,f,3,b,Cr,54,b,24,b,Ni,61,f,28,f,22.202160
1474,none,668,Li,7,f,3,b,Mn,55,f,25,b,Ni,62,b,28,b,23.952400
1475,left,454,Li,7,f,3,b,Fe,54,b,26,b,Ni,61,f,28,f,22.893332
1476,none,395,Li,7,f,3,b,Fe,56,b,26,b,Cu,63,f,29,b,19.879900
1477,left,456,Li,7,f,3,b,Fe,57,f,26,f,Ni,64,b,28,b,21.834224
1478,right,247,Li,7,f,3,b,Fe,57,f,26,f,Zn,64,b,30,b,20.729468
1479,none,397,Li,7,f,3,b,Fe,58,b,26,b,Cu,65,f,29,b,20.018700
1480,none,280,Li,7,f,3,b,Co,59,f,27,b,Zn,66,b,30,b,21.561300
1481,none,288,Li,7,f,3,b,Co,60,b,27,f,Zn,67,f,30,f,21.109500
1482,left,461,Li,7,f,3,b,Ni,60,b,28,b,Zn,67,f,30,f,18.293615
1483,left,463,Li,7,f,3,b,Ni,61,f,28,f,Zn,68,b,30,b,20.668925
1484,none,800,Li,7,f,3,b,Ni,62,b,28,b,Ga,69,f,31,b,17.389100
1485,none,801,Li,7,f,3,b,Ni,64,b,28,b,Ga,71,f,31,b,17.813900
1486,none,336,Li,7,f,3,b,Cu,63,f,29,b,Ge,70,b,32,b,19.769100
1487,none,337,Li,7,f,3,b,Cu,65,f,29,b,Ge,72,b,32,b,20.221800
1488,left,470,Li,7,f,3,b,Zn,66,b,30,b,Ge,73,f,32,f,17.412421
1489,left,472,Li,7,f,3,b,Zn,67,f,30,f,Ge,74,b,32,b,20.496598
1490,right,250,Li,7,f,3,b,Zn,67,f,30,f,Se,74,b,34,b,19.285652
1491,none,1329,Li,7,f,3,b,Zn,68,b,30,b,As,75,f,33,b,17.968500
1492,right,253,Li,7,f,3,b,Zn,70,b,30,b,Se,77,f,34,f,19.951670
1493,none,416,Li,7,f,3,b,Ga,69,f,31,b,Se,76,b,34,b,20.919500
1494,none,418,Li,7,f,3,b,Ga,71,f,31,b,Se,78,b,34,b,21.887300
1495,left,477,Li,7,f,3,b,Ge,70,b,32,b,Se,77,f,34,f,19.047193
1496,none,450,Li,7,f,3,b,Ge,72,b,32,b,Br,79,f,35,b,18.386800
1497,left,479,Li,7,f,3,b,Ge,73,f,32,f,Se,80,b,34,b,21.287437
1498,right,255,Li,7,f,3,b,Ge,73,f,32,f,Kr,80,b,36,b,21.407595
1499,none,452,Li,7,f,3,b,Ge,74,b,32,b,Br,81,f,35,b,19.385300
1500,right,258,Li,7,f,3,b,Ge,76,b,32,b,Kr,83,f,36,f,21.642332
1501,none,64,Li,7,f,3,b,As,75,f,33,b,Kr,82,b,36,b,22.450900
1502,left,484,Li,7,f,3,b,Se,76,b,34,b,Kr,83,f,36,f,19.657322
1503,left,486,Li,7,f,3,b,Se,77,f,34,f,Kr,84,b,36,b,22.761060
1504,right,259,Li,7,f,3,b,Se,77,f,34,f,Sr,84,b,38,b,21.017299
1505,none,1010,Li,7,f,3,b,Se,78,b,34,b,Rb,85,f,37,b,20.160300
1506,none,1011,Li,7,f,3,b,Se,80,b,34,b,Rb,87,f,37,b,21.738300
1507,right,262,Li,7,f,3,b,Se,80,b,34,b,Sr,87,f,38,f,22.008409
1508,none,112,Li,7,f,3,b,Br,79,f,35,b,Sr,86,b,38,b,23.374000
1509,none,114,Li,7,f,3,b,Br,81,f,35,b,Sr,88,b,38,b,24.907200
1510,left,493,Li,7,f,3,b,Kr,80,b,36,b,Sr,87,f,38,f,21.888250
1511,none,565,Li,7,f,3,b,Kr,82,b,36,b,Y,89,f,39,b,22.409900
1512,left,495,Li,7,f,3,b,Kr,83,f,36,f,Sr,90,b,38,b,21.243656
1513,right,263,Li,7,f,3,b,Kr,83,f,36,f,Zr,90,b,40,b,24.047450
1514,right,265,Li,7,f,3,b,Kr,84,b,36,b,Zr,91,f,40,f,20.734125
1515,none,906,Li,7,f,3,b,Rb,85,f,37,b,Zr,92,b,40,b,21.540800
1516,none,907,Li,7,f,3,b,Rb,87,f,37,b,Zr,94,b,40,b,17.740300
1517,left,498,Li,7,f,3,b,Sr,84,b,38,b,Zr,91,f,40,f,22.477886
1518,none,1128,Li,7,f,3,b,Sr,86,b,38,b,Nb,93,f,41,b,17.926600
1519,left,500,Li,7,f,3,b,Sr,87,f,38,f,Zr,94,b,40,b,17.470174
1520,right,269,Li,7,f,3,b,Sr,87,f,38,f,Mo,94,b,42,b,18.774262
1521,right,271,Li,7,f,3,b,Sr,88,b,38,b,Mo,95,f,42,f,14.806097
1522,right,273,Li,7,f,3,b,Sr,90,b,38,b,Mo,97,f,42,f,16.380322
1523,none,1304,Li,7,f,3,b,Y,89,f,39,b,Mo,96,b,42,b,15.728300
1524,left,504,Li,7,f,3,b,Zr,90,b,40,b,Mo,97,f,42,f,13.576529
1525,left,506,Li,7,f,3,b,Zr,91,f,40,f,Mo,98,b,42,b,14.666377
1526,right,275,Li,7,f,3,b,Zr,91,f,40,f,Ru,98,b,44,b,14.675688
1527,right,277,Li,7,f,3,b,Zr,92,b,40,b,Ru,99,f,44,f,13.520635
1528,right,279,Li,7,f,3,b,Zr,94,b,40,b,Ru,101,f,44,f,16.790179
1529,none,743,Li,7,f,3,b,Nb,93,f,41,b,Ru,100,b,44,b,17.703000
1530,left,510,Li,7,f,3,b,Mo,92,b,42,b,Ru,99,f,44,f,15.104179
1531,left,512,Li,7,f,3,b,Mo,94,b,42,b,Ru,101,f,44,f,15.486091
1532,left,514,Li,7,f,3,b,Mo,95,f,42,f,Ru,102,b,44,b,16.771553
1533,right,281,Li,7,f,3,b,Mo,95,f,42,f,Pd,102,b,46,b,15.635126
1534,none,684,Li,7,f,3,b,Mo,96,b,42,b,Rh,103,f,45,b,14.675700
1535,left,516,Li,7,f,3,b,Mo,97,f,42,f,Ru,104,b,44,b,15.113494
1536,right,283,Li,7,f,3,b,Mo,97,f,42,f,Pd,104,b,46,b,16.948533
1537,right,285,Li,7,f,3,b,Mo,98,b,42,b,Pd,105,f,46,f,15.718961
1538,left,520,Li,7,f,3,b,Ru,98,b,44,b,Pd,105,f,46,f,15.709650
1539,left,522,Li,7,f,3,b,Ru,99,f,44,f,Pd,106,b,46,b,17.591268
1540,right,287,Li,7,f,3,b,Ru,99,f,44,f,Cd,106,b,48,b,15.029655
1541,none,940,Li,7,f,3,b,Ru,100,b,44,b,Ag,107,f,47,b,13.092100
1542,left,524,Li,7,f,3,b,Ru,101,f,44,f,Pd,108,b,46,b,15.094864
1543,right,289,Li,7,f,3,b,Ru,101,f,44,f,Cd,108,b,48,b,15.020340
1544,none,942,Li,7,f,3,b,Ru,102,b,44,b,Ag,109,f,47,b,13.995700
1545,right,292,Li,7,f,3,b,Ru,104,b,44,b,Cd,111,f,48,f,15.858685
1546,none,928,Li,7,f,3,b,Rh,103,f,45,b,Cd,110,b,48,b,16.613200
1547,left,530,Li,7,f,3,b,Pd,104,b,46,b,Cd,111,f,48,f,14.023646
1548,left,532,Li,7,f,3,b,Pd,105,f,46,f,Cd,112,b,48,b,16.585254
1549,right,293,Li,7,f,3,b,Pd,105,f,46,f,Sn,112,b,50,b,14.629113
1550,left,534,Li,7,f,3,b,Pd,106,b,46,b,Cd,113,f,48,f,13.595158
1551,none,878,Li,7,f,3,b,Pd,106,b,46,b,In,113,f,49,b,13.902500
1552,none,879,Li,7,f,3,b,Pd,108,b,46,b,In,115,f,49,b,14.768800
1553,right,296,Li,7,f,3,b,Pd,108,b,46,b,Sn,115,f,50,f,15.271844
1554,right,298,Li,7,f,3,b,Pd,110,b,46,b,Sn,117,f,50,f,16.249913
1555,none,7,Li,7,f,3,b,Ag,107,f,47,b,Sn,114,b,50,b,13.986400
1556,none,9,Li,7,f,3,b,Ag,109,f,47,b,Sn,116,b,50,b,17.321100
1557,left,541,Li,7,f,3,b,Cd,108,b,48,b,Sn,115,f,50,f,15.346367
1558,left,543,Li,7,f,3,b,Cd,110,b,48,b,Sn,117,f,50,f,14.824731
1559,left,545,Li,7,f,3,b,Cd,111,f,48,f,Sn,118,b,50,b,17.442229
1560,left,547,Li,7,f,3,b,Cd,112,b,48,b,Sn,119,f,50,f,14.396243
1561,left,549,Li,7,f,3,b,Cd,113,f,48,f,Sn,120,b,50,b,17.218670
1562,right,299,Li,7,f,3,b,Cd,113,f,48,f,Te,120,b,52,b,15.001710
1563,none,237,Li,7,f,3,b,Cd,114,b,48,b,Sb,121,f,51,b,14.740900
1564,none,238,Li,7,f,3,b,Cd,116,b,48,b,Sb,123,f,51,b,15.709600
1565,right,302,Li,7,f,3,b,Cd,116,b,48,b,Te,123,f,52,f,15.681701
1566,none,522,Li,7,f,3,b,In,113,f,49,b,Te,120,b,52,b,14.694300
1567,none,523,Li,7,f,3,b,In,115,f,49,b,Te,122,b,52,b,15.905300
1568,left,554,Li,7,f,3,b,Sn,115,f,50,f,Te,122,b,52,b,15.402257
1569,left,556,Li,7,f,3,b,Sn,116,b,50,b,Te,123,f,52,f,12.980372
1570,left,558,Li,7,f,3,b,Sn,117,f,50,f,Te,124,b,52,b,15.188013
1571,right,303,Li,7,f,3,b,Sn,117,f,50,f,Xe,124,b,54,b,12.058189
1572,left,560,Li,7,f,3,b,Sn,118,b,50,b,Te,125,f,52,f,12.458736
1573,left,562,Li,7,f,3,b,Sn,119,f,50,f,Te,126,b,52,b,15.046426
1574,right,305,Li,7,f,3,b,Sn,119,f,50,f,Xe,126,b,54,b,14.182927
1575,none,1108,Li,7,f,3,b,Sn,120,b,50,b,I,127,f,53,b,12.838800
1576,right,308,Li,7,f,3,b,Sn,122,b,50,b,Xe,129,f,54,f,13.628688
1577,right,310,Li,7,f,3,b,Sn,124,b,50,b,Xe,131,f,54,f,15.051080
1578,none,989,Li,7,f,3,b,Sb,121,f,51,b,Xe,128,b,54,b,15.106000
1579,none,991,Li,7,f,3,b,Sb,123,f,51,b,Xe,130,b,54,b,15.504700
1580,left,569,Li,7,f,3,b,Te,122,b,52,b,Xe,129,f,54,f,13.246780
1581,left,571,Li,7,f,3,b,Te,123,f,52,f,Xe,130,b,54,b,15.532666
1582,right,311,Li,7,f,3,b,Te,123,f,52,f,Ba,130,b,56,b,13.026943
1583,left,573,Li,7,f,3,b,Te,124,b,52,b,Xe,131,f,54,f,12.740978
1584,left,575,Li,7,f,3,b,Te,125,f,52,f,Xe,132,b,54,b,15.148891
1585,right,313,Li,7,f,3,b,Te,125,f,52,f,Ba,132,b,56,b,14.256515
1586,none,1175,Li,7,f,3,b,Te,126,b,52,b,Cs,133,f,55,b,13.187200
1587,right,316,Li,7,f,3,b,Te,128,b,52,b,Ba,135,f,56,f,14.107476
1588,none,1176,Li,7,f,3,b,Te,130,b,52,b,Cs,137,f,55,b,14.796800
1589,right,318,Li,7,f,3,b,Te,130,b,52,b,Ba,137,f,56,f,15.970464
1590,none,516,Li,7,f,3,b,I,127,f,53,b,Ba,134,b,56,b,14.947700
1591,left,583,Li,7,f,3,b,Xe,128,b,54,b,Ba,135,f,56,f,13.015769
1592,left,585,Li,7,f,3,b,Xe,129,f,54,f,Ba,136,b,56,b,15.303519
1593,right,319,Li,7,f,3,b,Xe,129,f,54,f,Ce,136,b,58,b,12.751221
1594,left,587,Li,7,f,3,b,Xe,130,b,54,b,Ba,137,f,56,f,12.999002
1595,left,589,Li,7,f,3,b,Xe,131,f,54,f,Ba,138,b,56,b,14.980290
1596,none,1292,Li,7,f,3,b,Xe,131,f,54,f,La,138,b,57,f,13.303600
1597,right,321,Li,7,f,3,b,Xe,131,f,54,f,Ce,138,b,58,b,14.318925
1598,none,1294,Li,7,f,3,b,Xe,132,b,54,b,La,139,f,57,b,13.140600
1599,none,328,Li,7,f,3,b,Cs,133,f,55,b,Ce,140,b,58,b,14.228600
1600,none,96,Li,7,f,3,b,Ba,134,b,56,b,Pr,141,f,59,b,12.039600
1601,left,595,Li,7,f,3,b,Ba,135,f,56,f,Ce,142,b,58,b,11.676281
1602,right,325,Li,7,f,3,b,Ba,135,f,56,f,Nd,142,b,60,b,13.131270
1603,right,327,Li,7,f,3,b,Ba,136,b,56,b,Nd,143,f,60,f,10.008902
1604,right,329,Li,7,f,3,b,Ba,137,f,56,f,Nd,144,b,60,b,10.865877
1605,right,331,Li,7,f,3,b,Ba,138,b,56,b,Nd,145,f,60,f,8.248378
1606,none,605,Li,7,f,3,b,La,138,b,57,f,Nd,145,f,60,f,9.925100
1607,none,607,Li,7,f,3,b,La,139,f,57,b,Nd,146,b,60,b,8.732800
1608,left,598,Li,7,f,3,b,Ce,136,b,58,b,Nd,143,f,60,f,12.561200
1609,left,600,Li,7,f,3,b,Ce,138,b,58,b,Nd,145,f,60,f,8.909743
1610,right,333,Li,7,f,3,b,Ce,140,b,58,b,Sm,147,f,62,f,6.711413
1611,right,335,Li,7,f,3,b,Ce,142,b,58,b,Sm,149,f,62,f,7.559073
1612,none,891,Li,7,f,3,b,Pr,141,f,59,b,Sm,148,b,62,b,8.229800
1613,left,604,Li,7,f,3,b,Nd,142,b,60,b,Sm,149,f,62,f,6.104083
1614,left,606,Li,7,f,3,b,Nd,143,f,60,f,Sm,150,b,62,b,8.024824
1615,none,750,Li,7,f,3,b,Nd,144,b,60,b,Eu,151,f,63,b,5.845100
1616,left,608,Li,7,f,3,b,Nd,145,f,60,f,Sm,152,b,62,b,8.080713
1617,right,336,Li,7,f,3,b,Nd,145,f,60,f,Gd,152,b,64,b,8.043450
1618,none,752,Li,7,f,3,b,Nd,146,b,60,b,Eu,153,f,63,b,7.298300
1619,right,339,Li,7,f,3,b,Nd,148,b,60,b,Gd,155,f,64,f,9.217132
1620,right,341,Li,7,f,3,b,Nd,150,b,60,b,Gd,157,f,64,f,11.899835
1621,left,611,Li,7,f,3,b,Sm,147,f,62,f,Gd,154,b,64,b,9.226451
1622,left,613,Li,7,f,3,b,Sm,148,b,62,b,Gd,155,f,64,f,7.428667
1623,left,615,Li,7,f,3,b,Sm,149,f,62,f,Gd,156,b,64,b,10.092741
1624,right,342,Li,7,f,3,b,Sm,149,f,62,f,Dy,156,b,66,b,8.546456
1625,left,617,Li,7,f,3,b,Sm,150,b,62,b,Gd,157,f,64,f,8.453311
1626,none,1089,Li,7,f,3,b,Sm,152,b,62,b,Tb,159,f,65,b,9.822600
1627,right,346,Li,7,f,3,b,Sm,154,b,62,b,Dy,161,f,66,f,10.633003
1628,none,369,Li,7,f,3,b,Eu,151,f,63,b,Dy,158,b,66,b,10.875200
1629,none,370,Li,7,f,3,b,Eu,153,f,63,b,Dy,160,b,66,b,11.210500
1630,left,623,Li,7,f,3,b,Gd,154,b,64,b,Dy,161,f,66,f,9.431380
1631,left,625,Li,7,f,3,b,Gd,155,f,64,f,Dy,162,b,66,b,11.294368
1632,right,347,Li,7,f,3,b,Gd,155,f,64,f,Er,162,b,68,b,9.123983
1633,left,627,Li,7,f,3,b,Gd,156,b,64,b,Dy,163,f,66,f,9.068097
1634,left,629,Li,7,f,3,b,Gd,157,f,64,f,Dy,164,b,66,b,10.353559
1635,right,349,Li,7,f,3,b,Gd,157,f,64,f,Er,164,b,68,b,9.915753
1636,none,437,Li,7,f,3,b,Gd,158,b,64,b,Ho,165,f,67,b,9.133300
1637,right,352,Li,7,f,3,b,Gd,160,b,64,b,Er,167,f,68,f,10.316295
1638,none,1161,Li,7,f,3,b,Tb,159,f,65,b,Er,166,b,68,b,9.831900
1639,left,635,Li,7,f,3,b,Dy,160,b,66,b,Er,167,f,68,f,8.183178
1640,left,637,Li,7,f,3,b,Dy,161,f,66,f,Er,168,b,68,b,9.524529
1641,none,349,Li,7,f,3,b,Dy,162,b,66,b,Tm,169,f,69,b,7.568400
1642,left,639,Li,7,f,3,b,Dy,163,f,66,f,Er,170,b,68,b,8.257697
1643,right,353,Li,7,f,3,b,Dy,163,f,66,f,Yb,170,b,70,b,8.844534
1644,right,355,Li,7,f,3,b,Dy,164,b,66,b,Yb,171,f,70,f,7.782631
1645,none,513,Li,7,f,3,b,Ho,165,f,67,b,Yb,172,b,70,b,9.077400
1646,left,642,Li,7,f,3,b,Er,164,b,68,b,Yb,171,f,70,f,8.220437
1647,left,644,Li,7,f,3,b,Er,166,b,68,b,Yb,173,f,70,f,7.549762
1648,left,646,Li,7,f,3,b,Er,167,f,68,f,Yb,174,b,70,b,8.416051
