id,neutrino,id_sub,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,E,A,nBorF,Z,aBorF,MeV
3138,none,587,O,18,b,8,b,Kr,83,f,36,f,Ru,101,f,44,f,8.542700
3139,none,590,O,18,b,8,b,Kr,84,b,36,b,Ru,102,b,44,b,6.468300
3140,none,592,O,18,b,8,b,Kr,86,b,36,b,Ru,104,b,44,b,3.956100
3141,none,916,O,18,b,8,b,Rb,85,f,37,b,Rh,103,f,45,b,5.654200
3142,right,626,O,18,b,8,b,Rb,87,f,37,b,Pd,105,f,46,f,3.446526
3143,none,1141,O,18,b,8,b,Sr,84,b,38,b,Pd,102,b,46,b,7.075600
3144,none,1142,O,18,b,8,b,Sr,86,b,38,b,Pd,104,b,46,b,4.527100
3145,none,1144,O,18,b,8,b,Sr,87,f,38,f,Pd,105,f,46,f,3.176400
3146,none,1146,O,18,b,8,b,Sr,88,b,38,b,Pd,106,b,46,b,1.462400
3147,none,1149,O,18,b,8,b,Sr,90,b,38,b,Pd,108,b,46,b,2.393900
3148,none,1381,O,18,b,8,b,Zr,92,b,40,b,Cd,110,b,48,b,0.726600
3149,none,1383,O,18,b,8,b,Zr,94,b,40,b,Cd,112,b,48,b,2.291500
3150,none,1386,O,18,b,8,b,Zr,96,b,40,b,Cd,114,b,48,b,3.530400
3151,left,1372,O,18,b,8,b,Nb,93,f,41,b,Cd,111,f,48,f,0.624103
3152,left,1373,O,18,b,8,b,Mo,95,f,42,f,In,113,f,49,b,0.558898
3153,left,1374,O,18,b,8,b,Mo,97,f,42,f,In,115,f,49,b,0.782457
3154,none,701,O,18,b,8,b,Mo,97,f,42,f,Sn,115,f,50,f,1.285500
3155,none,703,O,18,b,8,b,Mo,98,b,42,b,Sn,116,b,50,b,2.384600
3156,none,706,O,18,b,8,b,Mo,100,b,42,b,Sn,118,b,50,b,4.601600
3157,none,954,O,18,b,8,b,Ru,104,b,44,b,Te,122,b,52,b,1.574200
3158,none,887,O,18,b,8,b,Pd,110,b,46,b,Xe,128,b,54,b,0.113600
3159,none,385,F,19,f,9,b,F,19,f,9,b,Ar,38,b,18,b,31.750000
3160,none,784,F,19,f,9,b,Ne,20,b,10,b,K,39,f,19,b,25.274200
3161,left,1377,F,19,f,9,b,Ne,21,f,10,f,Ar,40,b,18,b,27.823731
3162,none,785,F,19,f,9,b,Ne,21,f,10,f,K,40,b,19,f,26.311000
3163,right,629,F,19,f,9,b,Ne,21,f,10,f,Ca,40,b,20,b,27.632770
3164,none,786,F,19,f,9,b,Ne,22,b,10,b,K,41,f,19,b,26.039900
3165,none,737,F,19,f,9,b,Na,23,f,11,b,Ca,42,b,20,b,27.525700
3166,left,1378,F,19,f,9,b,Mg,24,b,12,b,Ca,43,f,20,f,22.979961
3167,left,1379,F,19,f,9,b,Mg,25,f,12,f,Ca,44,b,20,b,26.785115
3168,none,654,F,19,f,9,b,Mg,26,b,12,b,Sc,45,f,21,b,23.359100
3169,none,21,F,19,f,9,b,Al,27,f,13,b,Ti,46,b,22,b,25.436300
3170,left,1380,F,19,f,9,b,Si,28,b,14,b,Ti,47,f,22,f,21.959044
3171,left,1381,F,19,f,9,b,Si,29,f,14,f,Ti,48,b,22,b,25.101905
3172,left,1382,F,19,f,9,b,Si,30,b,14,b,Ti,49,f,22,f,22.634377
3173,left,1383,F,19,f,9,b,P,31,f,15,b,V,50,b,23,f,23.290149
3174,none,862,F,19,f,9,b,P,31,f,15,b,Cr,50,b,24,b,24.327800
3175,left,1384,F,19,f,9,b,S,33,f,16,f,Cr,52,b,24,b,27.341217
3176,left,1385,F,19,f,9,b,S,34,b,16,b,Cr,53,f,24,f,23.863949
3177,none,269,F,19,f,9,b,Cl,35,f,17,b,Fe,54,b,26,b,25.745600
3178,none,270,F,19,f,9,b,Cl,37,f,17,b,Fe,56,b,26,b,27.357100
3179,left,1386,F,19,f,9,b,Ar,38,b,18,b,Fe,57,f,26,f,23.972934
3180,none,46,F,19,f,9,b,Ar,40,b,18,b,Co,59,f,27,b,25.708300
3181,none,550,F,19,f,9,b,K,39,f,19,b,Ni,58,b,28,b,24.942600
3182,left,1387,F,19,f,9,b,K,40,b,19,f,Co,59,f,27,b,27.221054
3183,left,1388,F,19,f,9,b,K,41,f,19,b,Co,60,b,27,f,24.623117
3184,none,551,F,19,f,9,b,K,41,f,19,b,Ni,60,b,28,b,27.439000
3185,left,1389,F,19,f,9,b,Ca,42,b,20,b,Ni,61,f,28,f,24.203945
3186,left,1390,F,19,f,9,b,Ca,43,f,20,f,Ni,62,b,28,b,26.864292
3187,none,175,F,19,f,9,b,Ca,44,b,20,b,Cu,63,f,29,b,22.635300
3188,none,176,F,19,f,9,b,Ca,46,b,20,b,Cu,65,f,29,b,22.642800
3189,right,630,F,19,f,9,b,Ca,48,b,20,b,Zn,67,f,30,f,22.000957
3190,none,1000,F,19,f,9,b,Sc,45,f,21,b,Zn,64,b,30,b,23.454100
3191,left,1391,F,19,f,9,b,Ti,47,f,22,f,Zn,66,b,30,b,22.462982
3192,left,1392,F,19,f,9,b,Ti,48,b,22,b,Zn,67,f,30,f,17.888415
3193,left,1393,F,19,f,9,b,Ti,49,f,22,f,Zn,68,b,30,b,19.940496
3194,none,1225,F,19,f,9,b,Ti,50,b,22,b,Ga,69,f,31,b,16.313300
3195,left,1394,F,19,f,9,b,V,50,b,23,f,Ga,69,f,31,b,18.525557
3196,none,1266,F,19,f,9,b,V,51,f,23,b,Ge,70,b,32,b,16.772500
3197,left,1395,F,19,f,9,b,Cr,53,f,24,f,Ge,72,b,32,b,15.811183
3198,left,1396,F,19,f,9,b,Cr,54,b,24,b,Ge,73,f,32,f,12.970126
3199,none,671,F,19,f,9,b,Mn,55,f,25,b,Se,74,b,34,b,13.049300
3200,left,1397,F,19,f,9,b,Fe,57,f,26,f,Se,76,b,34,b,13.571871
3201,left,1398,F,19,f,9,b,Fe,58,b,26,b,Se,77,f,34,f,10.938537
3202,none,283,F,19,f,9,b,Co,59,f,27,b,Kr,78,b,36,b,10.457900
3203,left,1399,F,19,f,9,b,Co,60,b,27,f,Br,79,f,35,b,12.913305
3204,left,1400,F,19,f,9,b,Ni,61,f,28,f,Kr,80,b,36,b,12.175561
3205,left,1401,F,19,f,9,b,Ni,64,b,28,b,Kr,83,f,36,f,11.394969
3206,none,342,F,19,f,9,b,Cu,65,f,29,b,Sr,84,b,38,b,11.937100
3207,left,1402,F,19,f,9,b,Zn,67,f,30,f,Sr,86,b,38,b,15.177767
3208,left,1403,F,19,f,9,b,Zn,68,b,30,b,Sr,87,f,38,f,13.394887
3209,none,1347,F,19,f,9,b,Zn,70,b,30,b,Y,89,f,39,b,17.067800
3210,none,424,F,19,f,9,b,Ga,71,f,31,b,Zr,90,b,40,b,17.628500
3211,left,1404,F,19,f,9,b,Ge,72,b,32,b,Zr,91,f,40,f,14.193178
3212,left,1405,F,19,f,9,b,Ge,73,f,32,f,Zr,92,b,40,b,15.998413
3213,right,631,F,19,f,9,b,Ge,73,f,32,f,Mo,92,b,42,b,14.414869
3214,none,471,F,19,f,9,b,Ge,74,b,32,b,Nb,93,f,41,b,12.607800
3215,right,632,F,19,f,9,b,Ge,76,b,32,b,Mo,95,f,42,f,13.082833
3216,none,68,F,19,f,9,b,As,75,f,33,b,Mo,94,b,42,b,14.200600
3217,left,1406,F,19,f,9,b,Se,76,b,34,b,Mo,95,f,42,f,11.097823
3218,left,1407,F,19,f,9,b,Se,77,f,34,f,Mo,96,b,42,b,12.844374
3219,right,633,F,19,f,9,b,Se,77,f,34,f,Ru,96,b,44,b,10.003313
3220,left,1408,F,19,f,9,b,Se,78,b,34,b,Mo,97,f,42,f,9.317737
3221,right,634,F,19,f,9,b,Se,80,b,34,b,Ru,99,f,44,f,8.231611
3222,none,122,F,19,f,9,b,Br,79,f,35,b,Ru,98,b,44,b,10.482100
3223,none,123,F,19,f,9,b,Br,81,f,35,b,Ru,100,b,44,b,10.925500
3224,left,1409,F,19,f,9,b,Kr,80,b,36,b,Ru,99,f,44,f,8.111453
3225,left,1410,F,19,f,9,b,Kr,82,b,36,b,Ru,101,f,44,f,7.235848
3226,left,1411,F,19,f,9,b,Kr,83,f,36,f,Ru,102,b,44,b,8.212054
3227,right,635,F,19,f,9,b,Kr,83,f,36,f,Pd,102,b,46,b,7.075627
3228,none,593,F,19,f,9,b,Kr,84,b,36,b,Rh,103,f,45,b,4.759000
3229,right,636,F,19,f,9,b,Kr,86,b,36,b,Pd,105,f,46,f,4.081805
3230,none,917,F,19,f,9,b,Rb,85,f,37,b,Pd,104,b,46,b,6.105900
3231,none,918,F,19,f,9,b,Rb,87,f,37,b,Pd,106,b,46,b,4.084600
3232,left,1412,F,19,f,9,b,Sr,86,b,38,b,Pd,105,f,46,f,2.817772
3233,left,1413,F,19,f,9,b,Sr,87,f,38,f,Pd,106,b,46,b,3.814470
3234,right,637,F,19,f,9,b,Sr,87,f,38,f,Cd,106,b,48,b,1.252858
3235,none,1150,F,19,f,9,b,Sr,90,b,38,b,Ag,109,f,47,b,0.964100
3236,left,1414,F,19,f,9,b,Zr,91,f,40,f,Cd,110,b,48,b,0.638075
3237,none,1387,F,19,f,9,b,Zr,94,b,40,b,In,113,f,49,b,0.246800
3238,none,1388,F,19,f,9,b,Zr,96,b,40,b,In,115,f,49,b,2.361300
3239,right,638,F,19,f,9,b,Zr,96,b,40,b,Sn,115,f,50,f,2.864342
3240,left,1415,F,19,f,9,b,Mo,97,f,42,f,Sn,116,b,50,b,1.904907
3241,left,1416,F,19,f,9,b,Mo,98,b,42,b,Sn,117,f,50,f,0.796429
3242,left,1417,F,19,f,9,b,Mo,100,b,42,b,Sn,119,f,50,f,2.407914
3243,left,1418,Ne,20,b,10,b,Ne,20,b,10,b,K,40,b,19,f,19.445873
3244,none,787,Ne,20,b,10,b,Ne,20,b,10,b,Ca,40,b,20,b,20.767700
3245,left,1419,Ne,20,b,10,b,Ne,21,f,10,f,K,41,f,19,b,22.780622
3246,none,789,Ne,20,b,10,b,Ne,22,b,10,b,Ca,42,b,20,b,23.472700
3247,left,1420,Ne,20,b,10,b,Na,23,f,11,b,Ca,43,f,20,f,21.829566
3248,left,1423,Ne,20,b,10,b,Mg,25,f,12,f,Sc,45,f,21,b,20.831005
3249,none,658,Ne,20,b,10,b,Mg,26,b,12,b,Ti,46,b,22,b,20.865500
3250,left,1424,Ne,20,b,10,b,Al,27,f,13,b,Ti,47,f,22,f,20.696869
3251,left,1429,Ne,20,b,10,b,Si,30,b,14,b,V,50,b,23,f,17.733787
3252,none,1073,Ne,20,b,10,b,Si,30,b,14,b,Cr,50,b,24,b,18.771500
3253,none,977,Ne,20,b,10,b,S,34,b,16,b,Fe,54,b,26,b,19.268900
3254,left,1438,Ne,20,b,10,b,Cl,37,f,17,b,Fe,57,f,26,f,21.372203
3255,none,48,Ne,20,b,10,b,Ar,38,b,18,b,Ni,58,b,28,b,18.466900
3256,left,1442,Ne,20,b,10,b,Ar,40,b,18,b,Co,60,b,27,f,19.580008
3257,none,50,Ne,20,b,10,b,Ar,40,b,18,b,Ni,60,b,28,b,22.395900
3258,left,1444,Ne,20,b,10,b,K,40,b,19,f,Ni,60,b,28,b,23.908661
3259,left,1447,Ne,20,b,10,b,K,41,f,19,b,Ni,61,f,28,f,21.636747
3260,left,1451,Ne,20,b,10,b,Ca,43,f,20,f,Cu,63,f,29,b,20.145425
3261,none,179,Ne,20,b,10,b,Ca,44,b,20,b,Zn,64,b,30,b,17.500000
3262,none,181,Ne,20,b,10,b,Ca,46,b,20,b,Zn,66,b,30,b,18.707200
3263,none,184,Ne,20,b,10,b,Ca,48,b,20,b,Zn,68,b,30,b,18.574000
3264,left,1458,Ne,20,b,10,b,Ti,49,f,22,f,Ga,69,f,31,b,13.624966
3265,none,1228,Ne,20,b,10,b,Ti,50,b,22,b,Ge,70,b,32,b,11.974400
3266,left,1461,Ne,20,b,10,b,V,50,b,23,f,Ge,70,b,32,b,14.186657
3267,none,320,Ne,20,b,10,b,Cr,54,b,24,b,Se,74,b,34,b,8.263300
3268,none,409,Ne,20,b,10,b,Fe,58,b,26,b,Kr,78,b,36,b,4.979800
3269,left,1472,Ne,20,b,10,b,Co,60,b,27,f,Kr,80,b,36,b,9.189191
3270,none,817,Ne,20,b,10,b,Ni,64,b,28,b,Sr,84,b,38,b,6.543700
3271,none,1349,Ne,20,b,10,b,Zn,70,b,30,b,Zr,90,b,40,b,12.547200
3272,left,1482,Ne,20,b,10,b,Ga,71,f,31,b,Zr,91,f,40,f,11.207739
3273,none,473,Ne,20,b,10,b,Ge,72,b,32,b,Mo,92,b,42,b,7.669900
3274,left,1485,Ne,20,b,10,b,Ge,73,f,32,f,Nb,93,f,41,b,9.111877
3275,none,477,Ne,20,b,10,b,Ge,74,b,32,b,Mo,94,b,42,b,8.245600
3276,none,480,Ne,20,b,10,b,Ge,76,b,32,b,Mo,96,b,42,b,8.618200
3277,left,1486,Ne,20,b,10,b,As,75,f,33,b,Mo,95,f,42,f,7.733266
3278,none,1032,Ne,20,b,10,b,Se,76,b,34,b,Ru,96,b,44,b,3.792100
3279,none,1036,Ne,20,b,10,b,Se,78,b,34,b,Ru,98,b,44,b,3.996100
3280,none,1039,Ne,20,b,10,b,Se,80,b,34,b,Ru,100,b,44,b,5.527500
3281,left,1489,Ne,20,b,10,b,Br,79,f,35,b,Ru,99,f,44,f,4.387339
3282,left,1492,Ne,20,b,10,b,Br,81,f,35,b,Ru,101,f,44,f,4.346353
3283,none,595,Ne,20,b,10,b,Kr,82,b,36,b,Pd,102,b,46,b,0.917500
3284,left,1495,Ne,20,b,10,b,Kr,83,f,36,f,Rh,103,f,45,b,1.651541
3285,none,599,Ne,20,b,10,b,Kr,84,b,36,b,Pd,104,b,46,b,0.359600
3286,none,788,Ne,21,f,10,f,Ne,21,f,10,f,Ca,42,b,20,b,27.078500
3287,none,790,Ne,21,f,10,f,Ne,22,b,10,b,Ca,43,f,20,f,24.641700
3288,left,1421,Ne,21,f,10,f,Na,23,f,11,b,Ca,44,b,20,b,26.204794
3289,left,1422,Ne,21,f,10,f,Mg,24,b,12,b,Sc,45,f,21,b,21.401079
3290,none,656,Ne,21,f,10,f,Mg,25,f,12,f,Ti,46,b,22,b,25.202500
3291,none,659,Ne,21,f,10,f,Mg,26,b,12,b,Ti,47,f,22,f,22.991100
3292,left,1425,Ne,21,f,10,f,Al,27,f,13,b,Ti,48,b,22,b,25.556474
3293,left,1428,Ne,21,f,10,f,Si,29,f,14,f,V,50,b,23,f,21.587378
3294,none,1072,Ne,21,f,10,f,Si,29,f,14,f,Cr,50,b,24,b,22.625100
3295,left,1431,Ne,21,f,10,f,Si,30,b,14,b,V,51,f,23,b,22.013071
3296,left,1432,Ne,21,f,10,f,P,31,f,15,b,Cr,52,b,24,b,25.241629
3297,none,976,Ne,21,f,10,f,S,33,f,16,f,Fe,54,b,26,b,23.929200
3298,left,1435,Ne,21,f,10,f,S,34,b,16,b,Mn,55,f,25,b,22.039152
3299,left,1436,Ne,21,f,10,f,Cl,35,f,17,b,Fe,56,b,26,b,25.869456
3300,left,1439,Ne,21,f,10,f,Cl,37,f,17,b,Fe,58,b,26,b,24.659445
3301,right,639,Ne,21,f,10,f,Cl,37,f,17,b,Ni,58,b,28,b,22.731249
3302,left,1440,Ne,21,f,10,f,Ar,38,b,18,b,Co,59,f,27,b,21.782060
3303,none,51,Ne,21,f,10,f,Ar,40,b,18,b,Ni,61,f,28,f,23.458700
3304,left,1443,Ne,21,f,10,f,K,39,f,19,b,Ni,60,b,28,b,24.945414
3305,left,1446,Ne,21,f,10,f,K,40,b,19,f,Ni,61,f,28,f,24.971496
3306,left,1449,Ne,21,f,10,f,K,41,f,19,b,Ni,62,b,28,b,25.466119
3307,left,1450,Ne,21,f,10,f,Ca,42,b,20,b,Cu,63,f,29,b,21.314450
3308,none,178,Ne,21,f,10,f,Ca,43,f,20,f,Zn,64,b,30,b,21.875200
3309,left,1453,Ne,21,f,10,f,Ca,44,b,20,b,Cu,65,f,29,b,20.076494
3310,none,182,Ne,21,f,10,f,Ca,46,b,20,b,Zn,67,f,30,f,18.992200
3311,right,640,Ne,21,f,10,f,Ca,48,b,20,b,Ga,69,f,31,b,19.123572
3312,left,1454,Ne,21,f,10,f,Sc,45,f,21,b,Zn,66,b,30,b,22.095042
3313,left,1457,Ne,21,f,10,f,Ti,48,b,22,b,Ga,69,f,31,b,15.011029
3314,none,1227,Ne,21,f,10,f,Ti,49,f,22,f,Ge,70,b,32,b,16.151200
3315,left,1460,Ne,21,f,10,f,Ti,50,b,22,b,Ga,71,f,31,b,12.853689
3316,left,1463,Ne,21,f,10,f,V,51,f,23,b,Ge,72,b,32,b,14.666377
3317,none,319,Ne,21,f,10,f,Cr,53,f,24,f,Se,74,b,34,b,11.224500
3318,left,1466,Ne,21,f,10,f,Cr,54,b,24,b,As,75,f,33,b,10.384298
3319,left,1467,Ne,21,f,10,f,Mn,55,f,25,b,Se,76,b,34,b,11.805758
3320,none,408,Ne,21,f,10,f,Fe,57,f,26,f,Kr,78,b,36,b,8.267000
3321,left,1470,Ne,21,f,10,f,Fe,58,b,26,b,Br,79,f,35,b,8.172000
3322,left,1471,Ne,21,f,10,f,Co,59,f,27,b,Kr,80,b,36,b,9.926003
3323,left,1474,Ne,21,f,10,f,Ni,64,b,28,b,Rb,85,f,37,b,9.406229
3324,left,1475,Ne,21,f,10,f,Cu,63,f,29,b,Sr,84,b,38,b,9.378285
3325,left,1476,Ne,21,f,10,f,Cu,65,f,29,b,Sr,86,b,38,b,11.527241
3326,left,1479,Ne,21,f,10,f,Zn,68,b,30,b,Y,89,f,39,b,12.373970
3327,none,1350,Ne,21,f,10,f,Zn,70,b,30,b,Zr,91,f,40,f,12.991500
3328,left,1480,Ne,21,f,10,f,Ga,69,f,31,b,Zr,90,b,40,b,14.168959
3329,left,1483,Ne,21,f,10,f,Ga,71,f,31,b,Zr,92,b,40,b,13.133137
3330,right,641,Ne,21,f,10,f,Ga,71,f,31,b,Mo,92,b,42,b,11.549593
3331,left,1484,Ne,21,f,10,f,Ge,72,b,32,b,Nb,93,f,41,b,9.232040
3332,none,475,Ne,21,f,10,f,Ge,73,f,32,f,Mo,94,b,42,b,11.614800
3333,none,478,Ne,21,f,10,f,Ge,74,b,32,b,Mo,95,f,42,f,8.643300
3334,none,481,Ne,21,f,10,f,Ge,76,b,32,b,Mo,97,f,42,f,8.811000
3335,left,1487,Ne,21,f,10,f,As,75,f,33,b,Mo,96,b,42,b,10.133726
3336,right,642,Ne,21,f,10,f,As,75,f,33,b,Ru,96,b,44,b,7.292665
3337,none,1034,Ne,21,f,10,f,Se,77,f,34,f,Ru,98,b,44,b,7.715600
3338,none,1037,Ne,21,f,10,f,Se,78,b,34,b,Ru,99,f,44,f,4.766500
3339,none,1040,Ne,21,f,10,f,Se,80,b,34,b,Ru,101,f,44,f,5.813500
3340,left,1490,Ne,21,f,10,f,Br,79,f,35,b,Ru,100,b,44,b,8.548323
3341,left,1493,Ne,21,f,10,f,Br,81,f,35,b,Ru,102,b,44,b,6.029563
3342,right,643,Ne,21,f,10,f,Br,81,f,35,b,Pd,102,b,46,b,4.893137
3343,left,1494,Ne,21,f,10,f,Kr,82,b,36,b,Rh,103,f,45,b,2.358545
3344,none,597,Ne,21,f,10,f,Kr,83,f,36,f,Pd,104,b,46,b,4.117200
3345,none,600,Ne,21,f,10,f,Kr,84,b,36,b,Pd,105,f,46,f,0.664200
3346,left,1496,Ne,21,f,10,f,Rb,85,f,37,b,Pd,106,b,46,b,2.197397
3347,none,791,Ne,22,b,10,b,Ne,22,b,10,b,Ca,44,b,20,b,25.411200
3348,none,738,Ne,22,b,10,b,Na,23,f,11,b,Sc,45,f,21,b,23.510000
3349,none,655,Ne,22,b,10,b,Mg,24,b,12,b,Ti,46,b,22,b,22.166800
3350,none,657,Ne,22,b,10,b,Mg,25,f,12,f,Ti,47,f,22,f,23.722400
3351,none,660,Ne,22,b,10,b,Mg,26,b,12,b,Ti,48,b,22,b,24.244900
3352,left,1426,Ne,22,b,10,b,Al,27,f,13,b,Ti,49,f,22,f,23.336724
3353,left,1427,Ne,22,b,10,b,Si,28,b,14,b,V,50,b,23,f,19.698308
3354,none,1071,Ne,22,b,10,b,Si,28,b,14,b,Cr,50,b,24,b,20.736000
3355,left,1430,Ne,22,b,10,b,Si,29,f,14,f,V,51,f,23,b,22.260848
3356,none,1074,Ne,22,b,10,b,Si,30,b,14,b,Cr,52,b,24,b,22.944600
3357,left,1433,Ne,22,b,10,b,P,31,f,15,b,Cr,53,f,24,f,22.818813
3358,none,975,Ne,22,b,10,b,S,32,b,16,b,Fe,54,b,26,b,22.205000
3359,left,1434,Ne,22,b,10,b,S,33,f,16,f,Mn,55,f,25,b,23.093604
3360,none,978,Ne,22,b,10,b,S,34,b,16,b,Fe,56,b,26,b,22.652100
3361,left,1437,Ne,22,b,10,b,Cl,35,f,17,b,Fe,57,f,26,f,23.143904
3362,none,271,Ne,22,b,10,b,Cl,37,f,17,b,Co,59,f,27,b,22.440600
3363,none,47,Ne,22,b,10,b,Ar,36,b,18,b,Ni,58,b,28,b,21.974900
3364,left,1441,Ne,22,b,10,b,Ar,38,b,18,b,Co,60,b,27,f,18.913058
3365,none,49,Ne,22,b,10,b,Ar,38,b,18,b,Ni,60,b,28,b,21.729000
3366,none,52,Ne,22,b,10,b,Ar,40,b,18,b,Ni,62,b,28,b,23.682300
3367,left,1445,Ne,22,b,10,b,K,39,f,19,b,Ni,61,f,28,f,22.402435
3368,left,1448,Ne,22,b,10,b,K,40,b,19,f,Ni,62,b,28,b,25.195054
3369,none,552,Ne,22,b,10,b,K,41,f,19,b,Cu,63,f,29,b,22.006500
3370,none,177,Ne,22,b,10,b,Ca,42,b,20,b,Zn,64,b,30,b,19.438400
3371,left,1452,Ne,22,b,10,b,Ca,43,f,20,f,Cu,65,f,29,b,20.845908
3372,none,180,Ne,22,b,10,b,Ca,44,b,20,b,Zn,66,b,30,b,19.400200
3373,none,183,Ne,22,b,10,b,Ca,46,b,20,b,Zn,68,b,30,b,18.824600
3374,none,185,Ne,22,b,10,b,Ca,48,b,20,b,Zn,70,b,30,b,17.139500
3375,left,1455,Ne,22,b,10,b,Sc,45,f,21,b,Zn,67,f,30,f,18.774266
3376,left,1456,Ne,22,b,10,b,Ti,47,f,22,f,Ga,69,f,31,b,16.264820
3377,none,1226,Ne,22,b,10,b,Ti,48,b,22,b,Ge,70,b,32,b,13.931400
3378,left,1459,Ne,22,b,10,b,Ti,49,f,22,f,Ga,71,f,31,b,13.424695
3379,none,1229,Ne,22,b,10,b,Ti,50,b,22,b,Ge,72,b,32,b,13.127500
3380,left,1462,Ne,22,b,10,b,V,50,b,23,f,Ge,72,b,32,b,15.339847
3381,left,1464,Ne,22,b,10,b,V,51,f,23,b,Ge,73,f,32,f,11.180726
3382,none,318,Ne,22,b,10,b,Cr,52,b,24,b,Se,74,b,34,b,8.801700
3383,left,1465,Ne,22,b,10,b,Cr,53,f,24,f,As,75,f,33,b,9.739704
3384,none,321,Ne,22,b,10,b,Cr,54,b,24,b,Se,76,b,34,b,10.279000
3385,left,1468,Ne,22,b,10,b,Mn,55,f,25,b,Se,77,f,34,f,8.853853
3386,none,407,Ne,22,b,10,b,Fe,56,b,26,b,Kr,78,b,36,b,5.541500
3387,left,1469,Ne,22,b,10,b,Fe,57,f,26,f,Br,79,f,35,b,7.853429
3388,none,410,Ne,22,b,10,b,Fe,58,b,26,b,Kr,80,b,36,b,7.707200
3389,left,1473,Ne,22,b,10,b,Co,60,b,27,f,Kr,82,b,36,b,10.905935
3390,none,816,Ne,22,b,10,b,Ni,62,b,28,b,Sr,84,b,38,b,5.918700
3391,none,818,Ne,22,b,10,b,Ni,64,b,28,b,Sr,86,b,38,b,9.393200
3392,left,1477,Ne,22,b,10,b,Cu,65,f,29,b,Sr,87,f,38,f,9.576693
3393,left,1478,Ne,22,b,10,b,Zn,67,f,30,f,Y,89,f,39,b,12.206301
3394,none,1348,Ne,22,b,10,b,Zn,68,b,30,b,Zr,90,b,40,b,11.112700
3395,none,1351,Ne,22,b,10,b,Zn,70,b,30,b,Zr,92,b,40,b,11.311100
3396,left,1481,Ne,22,b,10,b,Ga,69,f,31,b,Zr,91,f,40,f,11.007468
3397,none,425,Ne,22,b,10,b,Ga,71,f,31,b,Nb,93,f,41,b,9.505900
3398,none,472,Ne,22,b,10,b,Ge,70,b,32,b,Mo,92,b,42,b,8.823100
3399,none,474,Ne,22,b,10,b,Ge,72,b,32,b,Mo,94,b,42,b,8.129100
3400,none,476,Ne,22,b,10,b,Ge,73,f,32,f,Mo,95,f,42,f,8.406700
3401,none,479,Ne,22,b,10,b,Ge,74,b,32,b,Mo,96,b,42,b,7.438000
3402,none,482,Ne,22,b,10,b,Ge,76,b,32,b,Mo,98,b,42,b,6.739400
3403,left,1488,Ne,22,b,10,b,As,75,f,33,b,Mo,97,f,42,f,6.720732
3404,none,1031,Ne,22,b,10,b,Se,74,b,34,b,Ru,96,b,44,b,5.807900
3405,none,1033,Ne,22,b,10,b,Se,76,b,34,b,Ru,98,b,44,b,4.763700
3406,none,1035,Ne,22,b,10,b,Se,77,f,34,f,Ru,99,f,44,f,4.880100
3407,none,1038,Ne,22,b,10,b,Se,78,b,34,b,Ru,100,b,44,b,5.321600
3408,none,1041,Ne,22,b,10,b,Se,80,b,34,b,Ru,102,b,44,b,3.890900
3409,left,1491,Ne,22,b,10,b,Br,79,f,35,b,Ru,101,f,44,f,5.228478
3410,none,124,Ne,22,b,10,b,Br,81,f,35,b,Rh,103,f,45,b,2.728300
3411,none,594,Ne,22,b,10,b,Kr,80,b,36,b,Pd,102,b,46,b,2.634300
3412,none,596,Ne,22,b,10,b,Kr,82,b,36,b,Pd,104,b,46,b,1.218400
3413,none,598,Ne,22,b,10,b,Kr,83,f,36,f,Pd,105,f,46,f,0.816000
3414,none,739,Na,23,f,11,b,Na,23,f,11,b,Ti,46,b,22,b,25.069300
3415,left,1497,Na,23,f,11,b,Mg,24,b,12,b,Ti,47,f,22,f,21.480256
3416,left,1498,Na,23,f,11,b,Mg,25,f,12,f,Ti,48,b,22,b,25.769786
3417,left,1499,Na,23,f,11,b,Mg,26,b,12,b,Ti,49,f,22,f,22.818813
3418,left,1500,Na,23,f,11,b,Al,27,f,13,b,V,50,b,23,f,22.489064
3419,none,22,Na,23,f,11,b,Al,27,f,13,b,Cr,50,b,24,b,23.526700
3420,left,1501,Na,23,f,11,b,Si,29,f,14,f,Cr,52,b,24,b,23.985975
3421,left,1502,Na,23,f,11,b,Si,30,b,14,b,Cr,53,f,24,f,21.315381
3422,none,863,Na,23,f,11,b,P,31,f,15,b,Fe,54,b,26,b,22.276700
3423,left,1503,Na,23,f,11,b,S,33,f,16,f,Fe,56,b,26,b,24.500160
3424,left,1504,Na,23,f,11,b,S,34,b,16,b,Fe,57,f,26,f,20.720157
3425,none,272,Na,23,f,11,b,Cl,35,f,17,b,Ni,58,b,28,b,21.690800
3426,left,1505,Na,23,f,11,b,Cl,37,f,17,b,Co,60,b,27,f,20.365258
3427,none,273,Na,23,f,11,b,Cl,37,f,17,b,Ni,60,b,28,b,23.181200
3428,left,1506,Na,23,f,11,b,Ar,38,b,18,b,Ni,61,f,28,f,19.979619
3429,none,53,Na,23,f,11,b,Ar,40,b,18,b,Cu,63,f,29,b,21.016400
3430,left,1507,Na,23,f,11,b,K,40,b,19,f,Cu,63,f,29,b,22.529118
3431,none,553,Na,23,f,11,b,K,41,f,19,b,Zn,64,b,30,b,20.924200
3432,left,1508,Na,23,f,11,b,Ca,43,f,20,f,Zn,66,b,30,b,20.963277
